id,importanceSampling
1,-328.423393
2,-365.193562
3,-266.898480
4,-215.114524
5,-450.462216
6,-296.577997
7,-311.062427
8,-299.995451
9,-267.285984
10,-389.252994
11,-332.505131
12,-357.712091
13,-338.935013
14,-298.426504
15,-445.575645
16,-301.383553
17,-196.552140
18,-142.761401
19,-387.960164
20,-232.436674
21,-244.532328
22,-229.158087
23,-203.730872
24,-321.760232
25,-282.414768
26,-286.871996
27,-266.261168
28,-233.590130
29,-377.020113
30,-308.163906
31,-162.348083
32,-114.225486
33,-347.175411
34,-188.297814
35,-209.496584
36,-195.430956
37,-113.432705
38,-275.031734
39,-225.489093
40,-245.402212
41,-229.254032
42,-186.452618
43,-337.644966
44,-267.287242
45,-146.850754
