rep,id,eta_V,eta_Cl
1,1,-0.0830369,0
2,1,-0.0705261,0
3,1,-0.0599049,0
4,1,-0.0753915,0
5,1,-0.0427169,0
6,1,-0.0702729,0
7,1,-0.0723096,0
8,1,-0.078552,0
9,1,-0.0742078,0
10,1,-0.0524404,0
1,2,-0.366461,0
2,2,-0.363258,0
3,2,-0.358649,0
4,2,-0.361992,0
5,2,-0.358649,0
6,2,-0.338407,0
7,2,-0.371903,0
8,2,-0.350114,0
9,2,-0.366824,0
10,2,-0.355346,0
1,3,-0.382277,0
2,3,-0.394525,0
3,3,-0.385617,0
4,3,-0.387472,0
5,3,-0.389856,0
6,3,-0.385211,0
7,3,-0.397827,0
8,3,-0.401274,0
9,3,-0.396479,0
10,3,-0.404036,0
1,4,-0.173689,0
2,4,-0.158329,0
3,4,-0.158697,0
4,4,-0.165763,0
5,4,-0.140972,0
6,4,-0.177098,0
7,4,-0.167166,0
8,4,-0.140811,0
9,4,-0.12434,0
10,4,-0.129779,0
1,5,-0.185871,0
2,5,-0.208238,0
3,5,-0.209763,0
4,5,-0.180721,0
5,5,-0.193781,0
6,5,-0.224724,0
7,5,-0.19995,0
8,5,-0.201965,0
9,5,-0.198536,0
10,5,-0.226178,0
1,6,0.0474393,0
2,6,0.0199779,0
3,6,0.0262359,0
4,6,0.0414889,0
5,6,0.0191668,0
6,6,0.00949178,0
7,6,0.029761,0
8,6,0.0285759,0
9,6,0.0605337,0
10,6,0.0501461,0
1,7,-0.394242,0
2,7,-0.373751,0
3,7,-0.383623,0
4,7,-0.399104,0
5,7,-0.402125,0
6,7,-0.387794,0
7,7,-0.418701,0
8,7,-0.394975,0
9,7,-0.388864,0
10,7,-0.390907,0
1,8,0.0667475,0
2,8,0.113304,0
3,8,0.129073,0
4,8,0.118538,0
5,8,0.0880648,0
6,8,0.100175,0
7,8,0.0659567,0
8,8,0.0799879,0
9,8,0.0901971,0
10,8,0.0965608,0
1,9,0.181981,0
2,9,0.157666,0
3,9,0.121726,0
4,9,0.0993894,0
5,9,0.189247,0
6,9,0.194322,0
