id,importanceSampling
1,-363.431012
2,-366.662785
3,-413.622712
4,-405.698335
5,-298.714432
6,-473.813826
7,-515.472231
8,-471.179413
9,-386.690042
10,-350.610152
11,-321.966602
12,-467.689082
13,-337.416123
14,-349.823245
15,-401.841657
16,-323.655927
17,-358.072743
18,-348.320894
19,-274.309794
20,-388.129886
21,-454.660611
22,-400.020577
23,-318.557250
24,-312.899768
25,-265.504599
26,-396.179085
27,-259.082977
28,-283.456890
29,-340.409804
30,-377.945858
31,-326.447526
32,-301.223639
33,-227.373502
34,-349.605241
35,-414.967958
36,-367.396929
37,-283.484868
38,-269.930564
39,-243.501461
40,-362.939056
41,-210.916794
42,-255.719919
43,-279.991104
44,-334.359896
45,-317.328896
