id,importanceSampling
1,-362.854257
2,-342.164099
3,-392.394730
4,-389.560498
5,-432.408626
6,-329.513262
7,-432.832741
8,-381.004066
9,-419.784865
10,-421.056623
11,-427.100656
12,-430.033979
13,-392.639352
14,-411.242861
15,-369.090337
16,-257.672299
17,-307.801608
18,-320.987050
19,-341.285240
20,-227.508117
21,-362.813179
22,-320.280766
23,-343.930086
24,-358.341283
25,-348.265469
26,-345.246837
27,-311.652994
28,-332.507820
29,-323.924899
30,-306.202621
31,-281.635489
32,-259.755775
33,-321.179368
34,-237.417117
35,-331.147783
36,-251.223668
37,-312.526819
38,-285.933546
39,-341.351649
40,-305.626090
41,-263.350152
42,-297.742150
43,-282.982971
44,-270.610726
45,-332.445217
