rep,id,eta_V,eta_Cl
1,1,-0.0107169,-0.00144596
2,1,-0.0469907,-0.0045047
3,1,-0.0396333,-0.00232831
4,1,-0.000387617,0.00195783
5,1,-0.0453624,-0.00756036
6,1,-0.0108398,-0.0085353
7,1,-0.00374521,0.00857254
8,1,-0.0656228,-0.00355291
9,1,0.00708794,-0.00237856
10,1,-0.0216561,0.00115403
1,2,0.0369901,-0.00169862
2,2,0.0555831,0.00119506
3,2,0.0126629,-0.00447336
4,2,0.110508,0.0132296
5,2,0.0808953,-0.00341388
6,2,0.061222,-0.00221702
7,2,0.0449969,0.00531627
8,2,0.0359789,-0.00584652
9,2,0.0552324,0.00319369
10,2,0.100998,0.000113854
1,3,0.343449,-0.00782759
2,3,0.32933,-5.55827e-05
3,3,0.298152,0.00430575
4,3,0.320482,-0.00277373
5,3,0.38795,0.00286851
6,3,0.361482,-0.00829393
7,3,0.330937,0.000107434
8,3,0.327061,-0.00840918
9,3,0.378105,-0.00941525
10,3,0.332695,-0.00633148
1,4,-0.214254,-0.00694216
2,4,-0.169973,0.00595616
3,4,-0.212321,-0.00511231
4,4,-0.199124,-0.00508904
5,4,-0.172285,0.0116744
6,4,-0.173399,0.00486059
7,4,-0.198114,-0.00712269
8,4,-0.189909,0.00331467
9,4,-0.172664,0.0134097
10,4,-0.227785,-0.00869969
1,5,-0.374855,0.00555238
2,5,-0.372003,0.00657155
3,5,-0.381077,0.00907322
4,5,-0.405741,-0.00738243
5,5,-0.39598,-0.00465302
6,5,-0.390955,0.00635235
7,5,-0.383881,-0.00415556
8,5,-0.395172,-0.00570271
9,5,-0.371089,0.00686683
10,5,-0.387598,0.00250624
1,6,-0.077191,-0.00975379
2,6,-0.0270627,0.0134675
3,6,-0.0463744,0.00467644
4,6,-0.0336388,-0.00201626
5,6,-0.0694959,-0.00347326
6,6,-0.0298023,-0.00210277
7,6,-0.0138589,0.00914673
8,6,-0.0395006,-0.00370319
9,6,-0.0265773,0.00114901
10,6,-0.013987,-0.000955191
1,7,0.166059,0.0016527
2,7,0.171766,-0.0134782
3,7,0.128908,-0.000122416
4,7,0.12077,-0.00881518
5,7,0.136863,0.0154514
6,7,0.142564,0.0120891
7,7,0.135208,-0.00112017
8,7,0.146376,-0.00379058
9,7,0.107781,-0.00427117
10,7,0.126292,0.00269959
1,8,0.442281,0.00143696
2,8,0.463844,0.0151214
3,8,0.404795,0.000317963
4,8,0.463508,-0.00632407
5,8,0.439888,-0.00750235
6,8,0.453223,-0.00779536
7,8,0.421466,-0.00218331
8,8,0.482066,-0.00309251
9,8,0.419531,-0.00658614
10,8,0.460004,0.00577273
1,9,-0.51069,0.00863492
2,9,-0.530192,-0.00272086
3,9,-0.511161,-0.000295372
4,9,-0.515838,-0.000318841
5,9,-0.505796,-0.00189514
6,9,-0.507401,0.00311499
7,9,-0.5183,0.00207698
8,9,-0.533397,0.000578976
9,9,-0.500924,0.00690197
10,9,-0.49454,0.00649297
1,10,-0.0311816,-0.000851702
2,10,-0.0299252,-0.00450658
3,10,-0.0251994,-0.0042851
4,10,0.00926642,0.0100777
5,10,-0.0110965,0.00888834
6,10,-0.0127465,0.0023134
7,10,-0.0254258,0.000866888
8,10,0.00365655,-0.00389649
9,10,-0.0407571,0.00457091
10,10,-0.0453981,-0.00806358
1,11,-0.285609,0.00310752
2,11,-0.29788,-0.00568264
3,11,-0.263865,0.00554645
4,11,-0.275904,0.00766814
5,11,-0.299217,-0.0101158
6,11,-0.303803,0.00190901
7,11,-0.313246,-0.00379911
8,11,-0.31453,-0.00936916
9,11,-0.309284,0.00536106
10,11,-0.296187,0.00540166
1,12,0.402566,0.00895735
2,12,0.409319,0.00479649
3,12,0.423865,-0.0124109
4,12,0.440947,0.00196807
5,12,0.41737,0.00376721
6,12,0.451382,-0.0027456
7,12,0.415284,-0.000866609
8,12,0.421474,-0.000856313
9,12,0.445864,-0.0131174
10,12,0.378464,0.00345765
1,13,0.277089,-0.003534
2,13,0.233212,0.00246972
3,13,0.271771,-0.00115114
4,13,0.272421,0.0047918
5,13,0.243696,0.00884033
6,13,0.268873,-0.00300451
7,13,0.259773,0.00706066
8,13,0.227769,-0.00367626
9,13,0.254991,-0.00326371
10,13,0.200588,-0.0121166
1,14,0.0324141,-0.00519632
2,14,0.0442701,-0.000425822
3,14,0.0796088,-0.00581029
4,14,0.0644955,-0.00176281
5,14,0.0550186,0.000914603
6,14,0.0785572,0.00402315
7,14,0.11477,-0.00120818
8,14,0.0983047,-0.00364359
9,14,0.0744265,0.00131628
10,14,0.0383091,0.00187513
1,15,-0.236015,-0.0122803
2,15,-0.201931,-0.00496366
3,15,-0.213656,0.000837544
4,15,-0.194823,-0.00468183
5,15,-0.208111,0.00124891
6,15,-0.215864,-0.000215671
7,15,-0.173508,-0.000432559
8,15,-0.201675,0.00327758
9,15,-0.220197,-0.00707283
10,15,-0.194126,0.00112689
1,16,0.0286457,-0.00643476
2,16,0.0565196,-0.00277563
3,16,0.0701775,0.00199616
4,16,0.0652789,0.00339046
5,16,0.0886595,0.00530557
6,16,0.0448242,-0.00278483
7,16,0.0710657,0.000516702
8,16,0.104212,0.0071416
9,16,0.0656706,-0.00827804
10,16,0.0438666,-0.00280842
1,17,0.318972,-0.00757154
2,17,0.334121,0.00134269
3,17,0.320228,-0.01184
4,17,0.350338,-0.00635115
5,17,0.393941,0.00747933
6,17,0.329528,-0.00756449
