id,importanceSampling
1,-336.930446
2,-285.113628
3,-255.297658
4,-180.903894
5,-326.997006
6,-338.501545
7,-340.274302
8,-299.858921
9,-337.108279
10,-284.697965
11,-294.027267
12,-282.069529
13,-337.950946
14,-227.428509
15,-340.884687
16,-216.708675
17,-198.941556
18,-106.494379
19,-257.005528
20,-268.946481
21,-270.154008
22,-235.943351
23,-267.963688
24,-224.821476
25,-222.397249
26,-203.156594
27,-270.073777
28,-154.688790
29,-273.047593
30,-259.700225
31,-163.842636
32,-75.565385
33,-217.065076
34,-231.038364
35,-230.771825
36,-185.146900
37,-218.889657
38,-181.040797
39,-186.031183
40,-155.364078
41,-228.178885
42,-120.666012
43,-226.808672
44,-217.224009
45,-183.374914
