id,importanceSampling
1,-326.711824
2,-85.137306
3,-337.119793
4,-325.659386
5,-350.313178
6,-76.691768
7,-323.423452
8,-333.567970
9,-295.941024
10,-338.449880
11,-359.845861
12,-324.531453
13,-342.063240
14,-337.763802
15,-337.720703
16,-38.882481
17,-266.312231
18,-252.003370
19,-274.348484
20,-22.836927
21,-254.041497
22,-263.909222
23,-223.396892
24,-266.187055
25,-290.081280
26,-249.110721
27,-269.677046
28,-270.209422
29,-272.176765
30,-263.267184
31,-226.774680
32,-209.237620
33,-243.697391
34,-2.341377
35,-217.044660
36,-220.756911
37,-191.602217
38,-220.935981
39,-253.094951
40,-212.017887
41,-228.511294
42,-229.732100
43,-231.706730
44,-224.266384
45,-196.869934
