id,importanceSampling
1,-347.117467
2,-347.062005
3,-300.793247
4,-333.211812
5,-255.192169
6,-349.924982
7,-339.952125
8,-283.660150
9,-176.048390
10,-347.022489
11,-296.301305
12,-288.181341
13,-313.681766
14,-347.018127
15,-327.968577
16,-277.755138
17,-220.973309
18,-259.418978
19,-171.872427
20,-277.950637
21,-266.688340
22,-220.182778
23,-124.471429
24,-276.560519
25,-211.886452
26,-232.582608
27,-252.977468
28,-273.644085
29,-262.262133
30,-261.066383
31,-199.393295
32,-210.553130
33,-132.552639
34,-235.320618
35,-231.531465
36,-164.095058
37,-67.194865
38,-236.745637
39,-171.266648
40,-184.936108
41,-221.164901
42,-234.837398
43,-220.064544
44,-221.245962
45,-213.960073
