id,importanceSampling
1,-346.872379
2,-323.829301
3,-377.045521
4,-323.140541
5,-399.027126
6,-292.447827
7,-412.976065
8,-368.796867
9,-375.019765
10,-409.194770
11,-356.414143
12,-411.473301
13,-366.687295
14,-393.391128
15,-355.589007
16,-251.127680
17,-301.391378
18,-249.583049
19,-326.566981
20,-217.150500
21,-344.149368
22,-300.026128
23,-302.240995
24,-343.149393
25,-284.971202
26,-331.244764
27,-280.596791
28,-321.059750
29,-288.739047
30,-57.454920
31,-264.451798
32,-198.323651
33,-275.597562
34,-198.363130
35,-308.131929
36,-251.551819
37,-278.657120
38,-290.044016
39,-267.370435
40,-294.228205
41,-242.784625
42,-282.224529
43,-257.370204
44,-22.041091
45,-287.753166
