id,importanceSampling
1,-397.229447
2,-386.558092
3,-375.219882
4,-438.615598
5,-385.322818
6,-387.569571
7,-384.161984
8,-377.949646
9,-392.486199
10,-384.295514
11,-396.216577
12,-401.996780
13,-387.787013
14,-422.772673
15,-388.656380
16,-319.502460
17,-316.132424
18,-349.701952
19,-334.865187
20,-313.559210
21,-321.057986
22,-315.864032
23,-328.898943
24,-322.638282
25,-330.445940
26,-341.104104
27,-318.954563
28,-334.401001
29,-335.625706
30,-312.213232
31,-290.116493
32,-301.190611
33,-278.687312
34,-282.014440
35,-294.646778
36,-271.083895
37,-280.218411
38,-277.875442
39,-274.555305
40,-306.425214
41,-285.452622
42,-280.803860
43,-268.739503
44,-278.717170
45,-280.937442
