id,importanceSampling
1,-369.978984
2,-402.107411
3,-414.803386
4,-401.461187
5,-394.590231
6,-407.474724
7,-371.321148
8,-365.777278
9,-389.277366
10,-392.341541
11,-371.163059
12,-402.832355
13,-406.989048
14,-381.349930
15,-395.312515
16,-320.959244
17,-324.444779
18,-333.539837
19,-326.516805
20,-330.741958
21,-325.880640
22,-305.430631
23,-324.963693
24,-318.685524
25,-325.917059
26,-319.477431
27,-321.583604
28,-309.163220
29,-322.552041
30,-343.325353
31,-295.208952
32,-273.660564
33,-266.873459
34,-277.709697
35,-304.076892
36,-274.800724
37,-285.318111
38,-295.837449
39,-288.487833
40,-266.866385
41,-272.633302
42,-282.255129
43,-278.345978
44,-276.823489
45,-250.311807
