id,importanceSampling
1,-313.131278
2,-596.038506
3,-434.038135
4,-476.542116
5,-391.352832
6,-326.570654
7,-471.465268
8,-266.938224
9,-345.594478
10,-404.618670
11,-151.640175
12,-566.230744
13,-298.873395
14,-506.915157
15,-604.072873
16,-537.150938
17,-612.097529
18,-409.146002
19,-316.869843
20,-258.106823
21,-609.122571
22,-211.559104
23,-275.398839
24,-585.611357
25,-86.795353
26,-505.884914
27,-229.191771
28,-436.410181
29,-545.533802
30,-305.722506
31,-556.754132
32,-371.309580
33,-279.686119
34,-216.669906
35,-551.373958
36,-165.798453
37,-234.759904
38,-529.331147
39,-29.931151
40,-464.655143
41,-189.734163
42,-394.368559
43,-505.846060
44,-267.861024
45,-4.918426
