rep,id,V,Cl
1,1,6.09352,2.26036
2,1,5.87635,2.22028
3,1,6.27017,2.25942
4,1,6.14747,2.29018
5,1,6.5017,2.28942
6,1,6.10507,2.20293
7,1,6.36207,2.28444
8,1,6.27431,2.23018
9,1,5.98012,2.21018
10,1,6.27067,2.27404
1,2,4.573,3.35224
2,2,4.32633,3.21368
3,2,4.5086,3.2923
4,2,4.33345,3.23218
5,2,4.44893,3.24751
6,2,4.61709,3.321
7,2,4.40671,3.27163
8,2,4.36665,3.22135
9,2,4.39454,3.27581
10,2,4.51784,3.30264
1,3,4.49954,2.17665
2,3,4.58634,2.20916
3,3,4.4199,2.13804
4,3,4.45895,2.1757
5,3,4.60006,2.21399
6,3,4.75391,2.21975
7,3,4.45707,2.17433
8,3,4.46078,2.16763
9,3,4.43695,2.19441
10,3,4.49597,2.21218
1,4,4.73899,2.73967
2,4,4.58107,2.70694
3,4,4.98303,2.82123
4,4,4.49267,2.6293
5,4,4.63127,2.70733
6,4,4.55936,2.7297
7,4,4.80497,2.77705
8,4,4.37308,2.60939
9,4,4.63746,2.69261
10,4,4.72202,2.73157
1,5,6.83888,3.59029
2,5,6.31168,3.43799
3,5,6.51298,3.44649
4,5,6.4416,3.46645
5,5,6.68005,3.52774
6,5,7.10918,3.6124
7,5,6.21022,3.43554
8,5,6.65193,3.52149
9,5,6.28607,3.42424
10,5,6.38802,3.46428
1,6,6.02649,3.7967
2,6,6.06682,3.7578
3,6,5.9995,3.74811
4,6,6.09625,3.83631
5,6,6.06269,3.78315
6,6,6.29267,3.87167
7,6,5.83802,3.73714
8,6,5.86999,3.71532
9,6,5.97921,3.76799
10,6,5.77779,3.71998
1,7,5.54188,2.77558
2,7,5.84933,2.81036
3,7,5.27282,2.73041
4,7,5.61244,2.77358
5,7,5.41244,2.74335
6,7,5.7004,2.77828
7,7,5.66341,2.80036
8,7,5.33511,2.70606
9,7,5.61717,2.82825
10,7,5.63756,2.81657
1,8,6.61945,2.11214
2,8,6.61881,2.11098
3,8,6.47651,2.07601
4,8,6.5815,2.12185
5,8,6.52457,2.14696
6,8,6.83211,2.15091
7,8,6.55309,2.09354
8,8,7.03949,2.16034
9,8,6.85948,2.13569
10,8,6.9238,2.06483
1,9,6.37648,2.80818
2,9,6.32877,2.78147
3,9,6.46839,2.77792
4,9,6.30552,2.82749
5,9,6.32773,2.84366
6,9,6.18812,2.78856
7,9,6.43859,2.8181
8,9,6.2225,2.78435
9,9,6.29734,2.81654
10,9,6.0426,2.7463
1,10,4.26429,2.44917
2,10,3.94211,2.31113
3,10,4.25751,2.4887
4,10,4.0551,2.40569
5,10,3.78499,2.29451
6,10,3.95578,2.36105
7,10,4.1879,2.42386
8,10,4.0327,2.37514
9,10,3.83957,2.3118
10,10,4.18133,2.42289
1,11,6.52899,2.43934
2,11,6.17139,2.4106
3,11,6.37175,2.36933
4,11,6.36505,2.42008
5,11,6.21097,2.41383
6,11,6.43644,2.392
7,11,6.46048,2.42018
8,11,6.31367,2.47152
9,11,6.33232,2.41091
10,11,6.2117,2.43575
1,12,2.74169,3.31841
2,12,2.82523,3.39799
3,12,2.78953,3.3464
4,12,2.7035,3.29523
5,12,2.74985,3.35755
6,12,2.85928,3.42299
7,12,2.7845,3.37611
8,12,2.8424,3.43638
9,12,2.68617,3.28014
10,12,2.85738,3.41899
1,13,5.50592,2.36959
2,13,5.34474,2.32454
3,13,5.44435,2.32454
4,13,5.62694,2.34048
5,13,5.36478,2.33171
6,13,5.73095,2.32863
7,13,5.52474,2.34249
8,13,5.29277,2.34718
9,13,5.65287,2.31967
10,13,5.71282,2.28128
1,14,8.83678,1.73977
2,14,8.75064,1.78024
3,14,8.68526,1.74067
4,14,8.36759,1.77922
5,14,8.83787,1.74979
6,14,8.42209,1.75925
7,14,8.09541,1.76526
8,14,8.42426,1.75521
9,14,8.6702,1.79431
10,14,8.29079,1.67067
1,15,9.7931,3.28263
2,15,9.38098,3.33654
3,15,9.22073,3.29766
4,15,9.16274,3.31967
5,15,9.12158,3.32341
6,15,9.45682,3.49913
7,15,9.60363,3.30214
8,15,9.48352,3.37555
9,15,9.33627,3.30745
10,15,8.92864,3.37456
1,16,4.46317,3.25483
2,16,4.60385,3.31032
3,16,4.45652,3.25004
4,16,4.65463,3.31839
5,16,4.45976,3.24074
6,16,4.60486,3.3115
7,16,4.55932,3.28619
8,16,4.45306,3.24126
9,16,4.6434,3.36782
10,16,4.38181,3.21947
1,17,4.3557,2.21856
2,17,4.49108,2.20713
3,17,4.67959,2.30775
4,17,4.5462,2.22822
5,17,4.56737,2.26992
6,17,4.55893,2.27285
7,17,4.73148,2.24953
8,17,4.37818,2.19607
9,17,4.51329,2.23904
10,17,4.511,2.22741
1,18,4.93236,2.81312
2,18,4.99346,2.85341
3,18,4.86006,2.78838
4,18,5.10708,2.91291
5,18,4.83284,2.78285
6,18,4.77202,2.75296
7,18,4.68874,2.76109
8,18,4.77015,2.79381
9,18,5.00654,2.80849
10,18,4.81678,2.75529
1,19,6.43612,3.47126
2,19,6.23807,3.40169
3,19,6.58191,3.56751
4,19,6.26039,3.46585
5,19,6.20952,3.41147
6,19,6.58157,3.52035
7,19,6.30769,3.44861
8,19,6.31974,3.49789
9,19,6.09691,3.42348
10,19,6.07376,3.37872
1,20,6.22165,3.89908
2,20,6.11164,3.82251
3,20,5.98411,3.7932
4,20,5.98307,3.87735
5,20,5.99331,3.76232
6,20,5.86879,3.73578
7,20,6.09451,3.83086
8,20,5.83805,3.75713
9,20,6.3341,3.92194
10,20,6.14023,3.83944
1,21,5.67297,2.77271
2,21,5.48741,2.74036
3,21,5.48722,2.76099
4,21,5.56153,2.73923
5,21,5.79521,2.73742
6,21,5.60194,2.75387
7,21,5.66665,2.78806
8,21,5.66489,2.79096
9,21,5.67634,2.79962
10,21,5.53591,2.7485
1,22,7.11276,2.01546
2,22,7.03204,2.0507
3,22,6.81896,2.07753
4,22,7.19022,2.08609
5,22,7.05175,2.05588
6,22,7.24641,2.06513
7,22,7.13266,2.05216
8,22,6.6701,2.05999
9,22,6.94816,2.08031
10,22,7.16093,2.02734
1,23,6.40354,2.77692
2,23,6.57436,2.83107
3,23,6.51102,2.82098
4,23,6.47525,2.82646
5,23,6.58571,2.82657
6,23,6.12596,2.76401
7,23,6.59573,2.861
8,23,6.06714,2.69065
9,23,6.49766,2.87737
10,23,6.35894,2.81778
1,24,4.0579,2.33928
2,24,4.0793,2.38489
3,24,4.10409,2.39337
4,24,4.24581,2.42183
5,24,4.2262,2.42943
6,24,3.8962,2.34907
7,24,4.05353,2.35922
8,24,3.98855,2.33392
9,24,3.91353,2.34605
10,24,3.99316,2.34009
1,25,6.5841,2.43836
2,25,6.7343,2.47857
3,25,6.68443,2.42668
4,25,6.16539,2.34844
5,25,6.55238,2.45925
6,25,6.69845,2.41001
7,25,6.52751,2.38685
8,25,6.39807,2.40434
9,25,6.51978,2.43103
10,25,6.352,2.43205
1,26,2.75917,3.32946
2,26,2.63128,3.20576
3,26,2.70244,3.30096
4,26,2.50665,3.09559
5,26,2.72657,3.30213
6,26,2.59184,3.17634
7,26,2.62935,3.22247
8,26,2.6094,3.21011
9,26,2.64543,3.22812
10,26,2.68633,3.25449
1,27,5.48632,2.30415
2,27,5.58934,2.32494
3,27,5.35948,2.26916
4,27,5.17629,2.25024
5,27,5.27615,2.28588
6,27,5.32992,2.2816
7,27,5.22613,2.27562
8,27,5.00727,2.20545
9,27,5.28434,2.27426
10,27,5.50337,2.32648
1,28,8.0143,1.68123
2,28,7.89587,1.72715
3,28,8.27075,1.72063
4,28,7.98543,1.74099
5,28,7.68296,1.69792
6,28,8.25937,1.71383
7,28,7.8684,1.76769
8,28,7.75879,1.80812
9,28,8.3486,1.75489
10,28,8.05151,1.71981
1,29,8.74715,3.2197
2,29,8.78911,3.1702
3,29,9.19476,3.29327
4,29,9.09083,3.24707
5,29,8.79186,3.21728
6,29,9.12032,3.30554
7,29,9.26024,3.34842
8,29,8.95482,3.27998
9,29,9.14937,3.24465
10,29,8.74899,3.16938
1,30,5.10715,3.72
