id,importanceSampling
1,-391.593898
2,-395.037448
3,-384.187856
4,-392.760531
5,-385.705455
6,-404.234891
7,-385.519830
8,-371.578393
9,-414.805256
10,-390.256650
11,-405.733895
12,-401.537498
13,-388.884091
14,-391.197092
15,-381.791320
16,-331.507044
17,-316.564044
18,-327.891885
19,-328.468615
20,-343.898653
21,-329.879269
22,-324.845533
23,-334.784557
24,-302.181604
25,-316.360453
26,-316.551749
27,-319.090620
28,-335.129044
29,-324.225303
30,-323.651194
31,-277.046829
32,-286.779658
33,-294.063261
34,-290.146726
35,-263.051763
36,-287.384824
37,-308.218929
38,-259.433905
39,-279.523306
40,-272.225998
41,-289.327769
42,-277.484429
43,-290.840385
44,-287.680779
45,-303.477849
