id,importanceSampling
1,-385.601508
2,-390.389266
3,-393.835229
4,-411.850816
5,-403.597817
6,-400.236589
7,-393.179715
8,-386.195411
9,-397.523821
10,-380.834580
11,-394.941694
12,-396.362185
13,-365.811726
14,-390.213201
15,-400.195368
16,-325.028657
17,-307.058100
18,-312.755694
19,-322.722121
20,-322.011548
21,-331.117284
22,-307.624848
23,-348.780541
24,-320.276201
25,-321.319181
26,-324.745797
27,-318.101244
28,-314.631263
29,-327.945187
30,-319.814719
31,-297.712279
32,-279.204212
33,-296.836555
34,-259.134013
35,-293.130737
36,-279.378272
37,-306.996161
38,-290.163315
39,-297.236749
40,-271.950466
41,-288.994320
42,-272.103801
43,-287.090803
44,-282.791674
45,-293.278952
