id,importanceSampling
1,-369.961305
2,-402.108426
3,-414.796503
4,-401.446451
5,-394.590467
6,-407.469619
7,-371.320153
8,-365.774154
9,-389.278647
10,-392.334093
11,-371.170227
12,-402.834727
13,-406.985897
14,-381.364305
15,-395.310565
16,-320.974514
17,-324.447233
18,-333.541957
19,-326.495382
20,-330.732167
21,-325.885133
22,-305.443330
23,-324.963305
24,-318.679286
25,-325.926512
26,-319.482625
27,-321.599908
28,-309.179861
29,-322.520501
30,-343.317282
31,-295.196740
32,-273.655834
33,-266.886577
34,-277.701996
35,-304.080106
36,-274.828984
37,-285.311075
38,-295.839014
39,-288.489193
40,-266.875995
41,-272.627953
42,-282.242264
43,-278.342572
44,-276.855059
45,-250.320784
