id,importanceSampling
1,-361.730026
2,-277.723997
3,-240.902851
4,-277.484312
5,-357.020337
6,-352.876348
7,-356.614929
8,-298.179356
9,-347.226284
10,-277.237764
11,-349.763014
12,-348.392445
13,-358.838897
14,-314.591606
15,-354.787365
16,-208.236171
17,-184.796874
18,-205.650067
19,-290.629615
20,-282.377128
21,-288.604431
22,-231.829511
23,-278.605003
24,-224.293232
25,-276.091192
26,-267.221172
27,-290.892970
28,-238.505978
29,-288.288085
30,-265.387207
31,-143.680765
32,-184.355006
33,-247.579644
34,-245.294720
35,-252.601752
36,-177.548488
37,-229.287448
38,-181.929467
39,-245.201755
40,-229.174256
41,-250.499663
42,-197.825795
43,-238.088612
44,-221.598993
45,-186.700183
