id,importanceSampling
1,-329.097317
2,-365.819476
3,-267.424152
4,-216.288963
5,-450.128887
6,-297.146411
7,-311.763662
8,-300.823156
9,-264.619813
10,-389.131528
11,-331.201912
12,-357.654658
13,-339.004089
14,-298.213782
15,-445.168600
16,-302.027075
17,-197.141621
18,-143.974214
19,-387.744635
20,-232.942850
21,-245.189042
22,-229.962421
23,-201.211609
24,-321.550275
25,-281.407532
26,-286.726093
27,-266.386470
28,-233.465175
29,-376.584309
30,-308.293959
31,-162.887718
32,-115.359543
33,-346.973433
34,-188.851257
35,-210.124465
36,-196.197734
37,-110.562326
38,-274.811631
39,-224.235406
40,-245.382402
41,-229.276674
42,-186.261677
43,-337.352291
44,-267.360434
45,-147.906510
