id,importanceSampling
1,-362.881948
2,-342.139758
3,-392.392909
4,-389.569715
5,-432.406790
6,-329.497052
7,-432.811961
8,-381.009625
9,-419.773923
10,-421.055005
11,-427.063234
12,-430.026958
13,-392.646317
14,-411.233086
15,-369.123221
16,-257.674162
17,-307.829465
18,-320.992825
19,-341.317656
20,-227.553930
21,-362.803603
22,-320.279502
23,-343.948461
24,-358.328299
25,-348.272585
26,-345.263907
27,-311.648158
28,-332.521166
29,-323.909245
30,-306.170995
31,-281.644147
32,-259.803103
33,-321.145228
34,-237.364395
35,-331.129833
36,-251.247837
37,-312.558742
38,-285.961554
39,-341.319793
40,-305.664175
41,-263.354355
42,-297.733757
43,-282.964813
44,-270.563775
45,-332.415316
