id,importanceSampling
1,-385.395952
2,-390.448391
3,-393.796398
4,-411.883333
5,-403.679347
6,-400.221616
7,-393.220434
8,-386.245030
9,-397.666836
10,-380.875144
11,-394.943901
12,-396.391643
13,-365.908987
14,-390.308461
15,-400.175379
16,-324.981190
17,-306.795082
18,-312.834154
19,-322.798173
20,-321.881825
21,-331.024255
22,-307.778680
23,-348.841766
24,-320.085951
25,-321.223782
26,-324.723889
27,-318.228380
28,-314.547479
29,-327.869971
30,-319.847356
31,-297.741271
32,-279.289549
33,-296.907074
34,-259.310274
35,-293.194344
36,-279.160004
37,-307.015723
38,-290.151998
39,-296.851883
40,-272.060927
41,-289.069358
42,-272.250002
43,-287.054107
44,-282.575767
45,-293.204696
