rep,id,V,Cl
1,1,7.07218,2.87264
2,1,7.07218,2.87264
1,2,7.07218,2.87264
2,2,7.07218,2.87264
1,3,7.07218,2.87264
2,3,7.07218,2.87264
1,4,7.07218,2.87264
2,4,7.07218,2.87264
1,5,7.07218,2.87264
2,5,7.07218,2.87264
1,6,7.07218,2.87264
2,6,7.07218,2.87264
1,7,7.07218,2.87264
2,7,7.07218,2.87264
1,8,7.07218,2.87264
2,8,7.07218,2.87264
1,9,7.07218,2.87264
2,9,7.07218,2.87264
1,10,7.07218,2.87264
2,10,7.07218,2.87264
1,11,7.07218,2.87264
2,11,7.07218,2.87264
1,12,7.07218,2.87264
2,12,7.07218,2.87264
1,13,7.07218,2.87264
2,13,7.07218,2.87264
1,14,7.07218,2.87264
2,14,7.07218,2.87264
1,15,7.07218,2.87264
2,15,7.07218,2.87264
1,16,7.07218,2.87264
2,16,7.07218,2.87264
1,17,7.07218,2.87264
2,17,7.07218,2.87264
1,18,7.07218,2.87264
2,18,7.07218,2.87264
1,19,7.07218,2.87264
2,19,7.07218,2.87264
1,20,7.07218,2.87264
2,20,7.07218,2.87264
1,21,7.07218,2.87264
2,21,7.07218,2.87264
1,22,7.07218,2.87264
2,22,7.07218,2.87264
1,23,7.07218,2.87264
2,23,7.07218,2.87264
1,24,7.07218,2.87264
2,24,7.07218,2.87264
1,25,7.07218,2.87264
2,25,7.07218,2.87264
1,26,7.07218,2.87264
2,26,7.07218,2.87264
1,27,7.07218,2.87264
2,27,7.07218,2.87264
1,28,7.07218,2.87264
2,28,7.07218,2.87264
1,29,7.07218,2.87264
2,29,7.07218,2.87264
1,30,7.07218,2.87264
2,30,7.07218,2.87264
1,31,7.07218,2.87264
2,31,7.07218,2.87264
1,32,7.07218,2.87264
2,32,7.07218,2.87264
1,33,7.07218,2.87264
2,33,7.07218,2.87264
1,34,7.07218,2.87264
2,34,7.07218,2.87264
1,35,7.07218,2.87264
2,35,7.07218,2.87264
1,36,7.07218,2.87264
2,36,7.07218,2.87264
1,37,7.07218,2.87264
2,37,7.07218,2.87264
1,38,7.07218,2.87264
2,38,7.07218,2.87264
1,39,7.07218,2.87264
2,39,7.07218,2.87264
1,40,7.07218,2.87264
2,40,7.07218,2.87264
1,41,7.07218,2.87264
2,41,7.07218,2.87264
1,42,7.07218,2.87264
2,42,7.07218,2.87264
1,43,7.07218,2.87264
2,43,7.07218,2.87264
1,44,7.07218,2.87264
2,44,7.07218,2.87264
1,45,7.07218,2.87264
2,45,7.07218,2.87264
