id,importanceSampling
1,-290.141046
2,-284.307387
3,-76.951563
4,-311.495710
5,-346.086444
6,-282.726462
7,-305.051546
8,-298.756983
9,-428.249563
10,-320.664039
11,-350.643813
12,-315.609295
13,-309.891387
14,-149.297062
15,-348.123027
16,-214.563640
17,26.037259
18,-238.851138
19,-272.503033
20,-213.260170
21,-236.305670
22,-231.879802
23,-361.779449
24,-254.859643
25,-278.230495
26,-247.433906
27,-239.438357
28,-90.517271
29,-280.735726
30,-241.930265
31,30.550175
32,-198.447903
33,-232.202706
34,-170.611454
35,-196.867105
36,-192.595365
37,-325.464536
38,-212.435357
39,-238.985389
40,-204.019793
41,-199.762701
42,-37.309598
43,-234.237231
44,-202.543408
45,-204.634497
