rep,id,eta_V,eta_Cl
1,1,0,-0.00721452
2,1,0,-0.0218399
3,1,0,-0.0105427
4,1,0,-0.00245539
5,1,0,-0.00698548
6,1,0,-0.00178567
7,1,0,-0.017677
8,1,0,0.0261442
9,1,0,0.0200771
10,1,0,-0.0390175
1,2,0,0.227549
2,2,0,0.23249
3,2,0,0.201629
4,2,0,0.221169
5,2,0,0.205916
6,2,0,0.193714
7,2,0,0.193909
8,2,0,0.216345
9,2,0,0.195549
10,2,0,0.195008
1,3,0,-0.598209
2,3,0,-0.643571
3,3,0,-0.679418
4,3,0,-0.654254
5,3,0,-0.625318
6,3,0,-0.628286
7,3,0,-0.646348
8,3,0,-0.646214
9,3,0,-0.599869
10,3,0,-0.611289
1,4,0,-0.308351
2,4,0,-0.334819
3,4,0,-0.342082
4,4,0,-0.301648
5,4,0,-0.297534
6,4,0,-0.317089
7,4,0,-0.323502
8,4,0,-0.3097
9,4,0,-0.35671
10,4,0,-0.306583
1,5,0,0.523516
2,5,0,0.520709
3,5,0,0.509247
4,5,0,0.505963
5,5,0,0.531584
6,5,0,0.496431
7,5,0,0.506696
8,5,0,0.537672
9,5,0,0.519948
10,5,0,0.517371
1,6,0,-0.401671
2,6,0,-0.382919
3,6,0,-0.367582
4,6,0,-0.374152
5,6,0,-0.344575
6,6,0,-0.387464
7,6,0,-0.381367
8,6,0,-0.34205
9,6,0,-0.362139
10,6,0,-0.362166
1,7,0,-0.141312
2,7,0,-0.143368
3,7,0,-0.128512
4,7,0,-0.165477
5,7,0,-0.12878
6,7,0,-0.144224
7,7,0,-0.137515
8,7,0,-0.149467
9,7,0,-0.136991
10,7,0,-0.133579
1,8,0,-0.121686
2,8,0,-0.103963
3,8,0,-0.147324
4,8,0,-0.106873
5,8,0,-0.0924857
6,8,0,-0.126055
7,8,0,-0.132572
8,8,0,-0.10893
9,8,0,-0.125798
10,8,0,-0.121876
1,9,0,0.719765
2,9,0,0.660032
3,9,0,0.696373
4,9,0,0.702658
5,9,0,0.691503
6,9,0,0.691296
7,9,0,0.692085
8,9,0,0.690452
9,9,0,0.683865
10,9,0,0.714622
1,10,0,0.203419
2,10,0,0.183552
3,10,0,0.201879
4,10,0,0.199885
5,10,0,0.208474
