id,importanceSampling
1,-391.478409
2,-394.927221
3,-384.079307
4,-392.699481
5,-385.602878
6,-404.481769
7,-385.418120
8,-371.625350
9,-414.827960
10,-390.165313
11,-405.678697
12,-401.453298
13,-388.748861
14,-391.081616
15,-381.677614
16,-331.429393
17,-316.660723
18,-328.107997
19,-328.481581
20,-343.819702
21,-329.811107
22,-324.738058
23,-334.825191
24,-302.347958
25,-316.243452
26,-316.651466
27,-319.084566
28,-335.255336
29,-324.414527
30,-323.536351
31,-276.912996
32,-286.689478
33,-294.153639
34,-290.133982
35,-262.956646
36,-287.356472
37,-308.145357
38,-259.368998
39,-279.415013
40,-272.409467
41,-289.217333
42,-277.814049
43,-290.747628
44,-287.712357
45,-303.414296
