Parameter,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Mean,True
"K_{cl}, L/hr",2.4101945205932167,2.409837952055215,2.409861343852936,2.4098635304205205,2.410196212839257,2.4098686185588694,2.400986044220576,2.4167393455403565,2.40985117050968,2.4098622739525934,2.4097261012543223,2.8
"V_c_typ, L",1.410916474438938,1.4110075107017246,1.4109941423817323,1.4109955914381496,1.410915456997642,1.4109969638938484,1.3732377827212348,1.4494978651773318,1.4109763387524892,1.41100038226339,1.4110538508766481,5.58
omega_{V_c},0.48712238110116385,0.487506932435999,0.4875085435665512,0.48750129620619864,0.4871346769981038,0.4875793986694941,0.47493732112212694,0.5008459032693879,0.4875014919008909,0.48750391645150914,0.4875141861721426,0.3
"\sigma_{m, PK}",0.30103540965514775,0.30091175905337486,0.30091610156807164,0.3009160829918669,0.30103197588475683,0.30090988247314726,0.2916961355861788,0.3092172527899799,0.3009157499549202,0.3009160604619158,0.30084664104193604,0.091
Log-posterior,5174.688135605542,5175.655721960864,5175.655843437856,5175.6553889389115,5174.688086450842,5175.655290168114,5263.025592018365,5097.974578668363,5175.655081500687,5175.655805196485,nan,nan
