Parameter,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Mean,True
"K_{cl}, L/hr",2.8683470867877254,2.8683477125605323,2.868347400162116,2.868347788908373,2.868347628031614,2.8683466583189525,2.8683397764768848,2.868344447884341,2.8683476190241732,2.8683473448590537,2.8683463463013767,2.8
"V_c, L",7.058760109253759,7.058761614475735,7.058760840076145,7.058761763958667,7.058761433103148,7.058781350479611,7.058764388423503,7.058775837363114,7.058761398966067,7.058760735270464,7.058764947137023,5.58
"\sigma_{m, PK}",0.5243013585282711,0.5243015788382968,0.5243013096977113,0.5243015942322524,0.5243014464213491,0.5242973359892447,0.5242972149947773,0.5243044335130248,0.5243016419938986,0.5243014382966965,0.5243009352505522,0.091
Log-posterior,3604.097219259249,3604.0972192587656,3604.097219258066,3604.097219257749,3604.0972192586946,3604.097485390076,3604.0974854593806,3604.0974854813576,3604.0972192589693,3604.0972192582076,nan,nan
