rep,id,eta_V,eta_Cl
1,1,0,-0.50998
2,1,0,-0.487503
3,1,0,-0.505387
4,1,0,-0.467979
5,1,0,-0.479003
6,1,0,-0.517488
7,1,0,-0.483083
8,1,0,-0.468339
9,1,0,-0.476085
10,1,0,-0.512847
1,2,0,-0.240625
2,2,0,-0.242242
3,2,0,-0.258348
4,2,0,-0.245908
5,2,0,-0.251602
6,2,0,-0.259826
7,2,0,-0.223851
8,2,0,-0.243874
9,2,0,-0.222813
10,2,0,-0.235411
1,3,0,0.270907
2,3,0,0.262667
3,3,0,0.273785
4,3,0,0.263764
5,3,0,0.274269
6,3,0,0.273838
7,3,0,0.284033
8,3,0,0.252994
9,3,0,0.290486
10,3,0,0.266499
1,4,0,0.0359954
2,4,0,0.0419273
3,4,0,0.0284133
4,4,0,0.0289694
5,4,0,0.0382768
6,4,0,0.0247212
7,4,0,0.0276251
8,4,0,0.0224221
9,4,0,0.0214243
10,4,0,0.0381033
1,5,0,-0.585537
2,5,0,-0.584882
3,5,0,-0.570121
4,5,0,-0.629032
5,5,0,-0.607518
6,5,0,-0.587261
7,5,0,-0.539967
8,5,0,-0.593587
9,5,0,-0.54524
10,5,0,-0.566769
1,6,0,0.375219
2,6,0,0.390105
3,6,0,0.377047
4,6,0,0.381531
5,6,0,0.3835
6,6,0,0.381674
7,6,0,0.3772
8,6,0,0.374832
9,6,0,0.388301
10,6,0,0.366667
1,7,0,0.687686
2,7,0,0.668189
3,7,0,0.671249
4,7,0,0.685372
5,7,0,0.669589
6,7,0,0.67922
7,7,0,0.669589
8,7,0,0.666681
9,7,0,0.671774
10,7,0,0.677063
1,8,0,0.391838
2,8,0,0.368972
3,8,0,0.360395
4,8,0,0.366576
5,8,0,0.375089
6,8,0,0.368589
7,8,0,0.382013
8,8,0,0.362192
9,8,0,0.390795
10,8,0,0.372454
1,9,0,-0.111617
2,9,0,-0.11629
3,9,0,-0.111481
4,9,0,-0.13888
5,9,0,-0.100911
6,9,0,-0.0902627
7,9,0,-0.0933861
8,9,0,-0.080883
9,9,0,-0.11869
10,9,0,-0.0940408
1,10,0,-0.205004
2,10,0,-0.252918
3,10,0,-0.226888
4,10,0,-0.247498
5,10,0,-0.225179
6,10,0,-0.243986
7,10,0,-0.209232
8,10,0,-0.256145
9,10,0,-0.239154
10,10,0,-0.224232
1,11,0,-0.419479
2,11,0,-0.3796
3,11,0,-0.38581
4,11,0,-0.395922
5,11,0,-0.429817
6,11,0,-0.40558
7,11,0,-0.428888
8,11,0,-0.399585
9,11,0,-0.429269
10,11,0,-0.384276
1,12,0,0.441981
2,12,0,0.433617
3,12,0,0.438486
4,12,0,0.431108
5,12,0,0.434774
6,12,0,0.431319
7,12,0,0.4562
8,12,0,0.437936
9,12,0,0.43348
10,12,0,0.451293
1,13,0,-0.482254
2,13,0,-0.543291
3,13,0,-0.525423
4,13,0,-0.544547
5,13,0,-0.55613
6,13,0,-0.541784
7,13,0,-0.538779
8,13,0,-0.477304
9,13,0,-0.573657
10,13,0,-0.532788
1,14,0,-0.341103
2,14,0,-0.368357
3,14,0,-0.364694
4,14,0,-0.360215
5,14,0,-0.351865
6,14,0,-0.381533
7,14,0,-0.360572
8,14,0,-0.369366
9,14,0,-0.35821
10,14,0,-0.389685
1,15,0,0.0328043
2,15,0,0.0302214
3,15,0,0.0203919
4,15,0,0.0519082
5,15,0,0.0213922
6,15,0,0.00253295
7,15,0,0.0329578
8,15,0,0.0411573
9,15,0,0.0549077
10,15,0,0.0774276
1,16,0,-0.24633
2,16,0,-0.256095
3,16,0,-0.249625
4,16,0,-0.258507
5,16,0,-0.216243
6,16,0,-0.265066
7,16,0,-0.224325
8,16,0,-0.232042
9,16,0,-0.273491
10,16,0,-0.207293
1,17,0,0.256477
2,17,0,0.250406
3,17,0,0.260046
4,17,0,0.273368
5,17,0,0.265991
6,17,0,0.25994
7,17,0,0.25657
8,17,0,0.261043
9,17,0,0.250701
10,17,0,0.271873
1,18,0,0.037994
2,18,0,0.0229703
3,18,0,0.036233
4,18,0,0.0463525
5,18,0,0.0384051
6,18,0,0.0396714
7,18,0,0.0451892
8,18,0,0.0590024
9,18,0,0.0131946
10,18,0,0.0334428
1,19,0,-0.604024
2,19,0,-0.586912
3,19,0,-0.580157
4,19,0,-0.578334
5,19,0,-0.57515
6,19,0,-0.558765
7,19,0,-0.55089
8,19,0,-0.56575
9,19,0,-0.53407
10,19,0,-0.59047
1,20,0,0.379878
2,20,0,0.362241
3,20,0,0.358512
4,20,0,0.365863
5,20,0,0.367892
6,20,0,0.382464
7,20,0,0.378334
8,20,0,0.376184
9,20,0,0.388908
10,20,0,0.365586
1,21,0,0.687521
2,21,0,0.690261
3,21,0,0.655157
4,21,0,0.6605
5,21,0,0.683968
6,21,0,0.675588
7,21,0,0.679947
8,21,0,0.687686
9,21,0,0.676347
10,21,0,0.686239
1,22,0,0.381578
2,22,0,0.379765
3,22,0,0.361816
4,22,0,0.382246
5,22,0,0.375153
6,22,0,0.37908
7,22,0,0.386133
8,22,0,0.356761
9,22,0,0.385227
10,22,0,0.368762
1,23,0,-0.11908
2,23,0,-0.135083
3,23,0,-0.113358
4,23,0,-0.114861
5,23,0,-0.132225
6,23,0,-0.128824
7,23,0,-0.120489
8,23,0,-0.107752
9,23,0,-0.133953
10,23,0,-0.137215
1,24,0,-0.197019
2,24,0,-0.195169
3,24,0,-0.198334
4,24,0,-0.198293
5,24,0,-0.230033
6,24,0,-0.231858
7,24,0,-0.212521
8,24,0,-0.229011
9,24,0,-0.234215
10,24,0,-0.219196
1,25,0,-0.327707
2,25,0,-0.360944
3,25,0,-0.374332
4,25,0,-0.390291
