id,importanceSampling
1,-265.866777
2,-240.449733
3,-120.823673
4,-251.535480
5,-197.620171
6,-243.594320
7,-271.524624
8,-271.149339
9,-139.998449
10,-241.482820
11,-209.902155
12,-260.865954
13,-263.552006
14,-175.370361
15,-197.275191
16,-170.319118
17,-26.610933
18,-178.042242
19,-127.853086
20,-175.126952
21,-202.095556
22,-201.804190
23,-79.218276
24,-172.015471
25,-151.047949
26,-189.540523
27,-194.868199
28,-110.516070
29,-129.568619
30,-183.598104
31,-9.400060
32,-139.242628
33,-86.583028
34,-131.925388
35,-161.894701
36,-161.788092
37,-26.155050
38,-131.064007
39,-101.200032
40,-151.000288
41,-152.590853
42,-64.564186
43,-90.206634
44,-142.176066
45,-158.467962
