id,importanceSampling
1,-368.089505
2,-343.958448
3,-312.017959
4,-327.326661
5,-308.489444
6,-335.596810
7,-309.492466
8,-358.540395
9,-333.220930
10,-343.947233
11,-371.128960
12,-367.641784
13,-283.483703
14,-356.144663
15,-332.239451
16,-261.676125
17,-240.449909
18,-268.998882
19,-235.163186
20,-286.634270
21,-242.805777
22,-292.927996
23,-251.634631
24,-275.864228
25,-295.440169
26,-289.669715
27,-216.829525
28,-273.652612
29,-281.266946
30,-226.458736
31,-209.695183
32,-231.875803
33,-207.010539
34,-230.802851
35,-199.640494
36,-254.837681
37,-232.345722
38,-234.350738
39,-255.796020
40,-250.239939
41,-171.340754
42,-227.086818
43,-235.678576
44,-146.238867
45,-239.608194
