id,importanceSampling
1,-326.756723
2,-85.779354
3,-337.056068
4,-325.538537
5,-350.215644
6,-77.348516
7,-323.277001
8,-333.583922
9,-295.762423
10,-338.334114
11,-359.758064
12,-324.390765
13,-342.055979
14,-337.665582
15,-337.718272
16,-39.480628
17,-266.264894
18,-251.864888
19,-274.237042
20,-23.450950
21,-253.893019
22,-263.939178
23,-223.216728
24,-266.062380
25,-289.998470
26,-248.962752
27,-269.693678
28,-270.123438
29,-272.187862
30,-263.352571
31,-226.713103
32,-209.100794
33,-243.605136
34,-2.939174
35,-216.908808
36,-220.774738
37,-191.425294
38,-220.811596
39,-253.011524
40,-211.873866
41,-228.516890
42,-229.643382
43,-231.702849
44,-224.344722
45,-196.700419
