id,importanceSampling
1,-386.631294
2,-417.666286
3,-307.637059
4,-374.951789
5,-487.209569
6,-364.558236
7,-389.987328
8,-388.458478
9,-516.986589
10,-425.081074
11,-418.850949
12,-396.731520
13,-379.549136
14,-333.580759
15,-487.067164
16,-373.608004
17,-267.426522
18,-308.671500
19,-432.075597
20,-295.214887
21,-318.884468
22,-312.954647
23,-446.749102
24,-371.716030
25,-340.245874
26,-327.615872
27,-302.136095
28,-279.617132
29,-427.095697
30,-348.726827
31,-232.042269
32,-276.774032
33,-383.311368
34,-263.591722
35,-291.981754
36,-285.785897
37,-404.853742
38,-309.713010
39,-301.906682
40,-274.817744
41,-268.065218
42,-212.738067
43,-368.420359
44,-301.029212
45,-283.091850
