id,importanceSampling
1,-316.447078
2,-383.685302
3,-331.323267
4,-355.619934
5,-362.920370
6,-384.081531
7,-355.542299
8,-300.096869
9,-345.707823
10,-320.190554
11,-329.996203
12,-216.606522
13,-335.214090
14,-247.081572
15,-271.951748
16,-310.233465
17,-261.620715
18,-295.955631
19,-299.823949
20,-319.232321
21,-286.891536
22,-230.781688
23,-270.952679
24,-253.910167
25,-254.979023
26,-135.348829
27,-269.662965
28,-184.855825
29,-205.309060
30,-338.459436
31,-220.954454
32,-253.218310
33,-259.752245
34,-274.686535
35,-245.867819
36,-191.877021
37,-234.725918
38,-200.559436
39,-213.810738
40,-70.112350
41,-228.012825
42,-153.527340
43,-143.166229
44,-297.775469
45,-210.809405
