id,importanceSampling
1,-361.754089
2,-277.574344
3,-240.719777
4,-277.747632
5,-357.073856
6,-352.848223
7,-356.592634
8,-298.048946
9,-347.173829
10,-277.079675
11,-349.870276
12,-348.513507
13,-358.845447
14,-314.796116
15,-354.753007
16,-208.083381
17,-184.626283
18,-205.913188
19,-290.696374
20,-282.347618
21,-288.598527
22,-231.703780
23,-278.553285
24,-224.158820
25,-276.212746
26,-267.371441
27,-290.887375
28,-238.708234
29,-288.257336
30,-265.315642
31,-143.503976
32,-184.590286
33,-247.633205
34,-245.263546
35,-252.604563
36,-177.405772
37,-229.222485
38,-181.793614
39,-245.292414
40,-229.329614
41,-250.517201
42,-198.018659
43,-238.048339
44,-221.516124
45,-186.569137
