id,importanceSampling
1,-342.480521
2,-418.567176
3,-370.797742
4,-383.981469
5,-402.274873
6,-403.556659
7,-383.143341
8,-346.767428
9,-398.440309
10,-359.013716
11,-377.944680
12,-463.985934
13,-358.731946
14,-346.388645
15,-410.379296
16,-327.504597
17,-301.106236
18,-331.681726
19,-340.327737
20,-353.177023
21,-315.317987
22,-304.079156
23,-311.903333
24,-324.684304
25,-306.779439
26,-398.328101
27,-304.148276
28,-270.521993
29,-301.480985
30,-366.613107
31,-249.024814
32,-289.197218
33,-316.099073
34,-288.695268
35,-277.192807
36,-254.687318
37,-279.849290
38,-263.795307
39,-247.043752
40,-384.175911
41,-262.668670
42,-244.429271
43,-285.466188
44,-329.009011
45,-245.500795
