id,importanceSampling
1,-385.463429
2,-390.623978
3,-394.036979
4,-411.817320
5,-403.614181
6,-400.462178
7,-393.408745
8,-386.393646
9,-397.246475
10,-381.129811
11,-395.183860
12,-396.524867
13,-366.165343
14,-390.288561
15,-400.402162
16,-325.253574
17,-306.684744
18,-313.029476
19,-322.920488
20,-322.099694
21,-331.274691
22,-307.546432
23,-348.214746
24,-320.209518
25,-321.454684
26,-324.958987
27,-317.128934
28,-314.796067
29,-328.123487
30,-320.072362
31,-297.781937
32,-279.356598
33,-296.802166
34,-259.107641
35,-293.164788
36,-279.179761
37,-307.031391
38,-290.365175
39,-296.638225
40,-272.072262
41,-288.976946
42,-271.803131
43,-287.311871
44,-282.657855
45,-293.443204
