id,importanceSampling
1,-369.791061
2,-402.117536
3,-414.741708
4,-401.346136
5,-394.596788
6,-407.460998
7,-371.273055
8,-365.716191
9,-389.290388
10,-392.265743
11,-371.200333
12,-402.879020
13,-406.986205
14,-381.464318
15,-395.318811
16,-321.085791
17,-324.389895
18,-333.577993
19,-326.331051
20,-330.674746
21,-325.904367
22,-305.524719
23,-324.971136
24,-318.606375
25,-326.012061
26,-319.532641
27,-321.730109
28,-309.292658
29,-322.278050
30,-343.304844
31,-295.098224
32,-273.608279
33,-266.967710
34,-277.641158
35,-304.113121
36,-275.051251
37,-285.267849
38,-295.867139
39,-288.519986
40,-266.936668
41,-272.583650
42,-282.142244
43,-278.317516
44,-277.104777
45,-250.335402
