rep,id,eta_V,eta_Cl
1,1,0,-0.0025555
2,1,0,-0.00203499
3,1,0,0.0135646
4,1,0,0.000287796
5,1,0,0.0347239
6,1,0,-0.00582017
7,1,0,-0.00244567
8,1,0,0.00511481
9,1,0,-0.00875737
10,1,0,0.0192258
1,2,0,0.12198
2,2,0,0.171709
3,2,0,0.135985
4,2,0,0.132536
5,2,0,0.135985
6,2,0,0.129855
7,2,0,0.134344
8,2,0,0.146833
9,2,0,0.151214
10,2,0,0.127763
1,3,0,0.169686
2,3,0,0.166984
3,3,0,0.158031
4,3,0,0.167145
5,3,0,0.158152
6,3,0,0.175274
7,3,0,0.175687
8,3,0,0.162163
9,3,0,0.160618
10,3,0,0.164112
1,4,0,0.0362643
2,4,0,0.0189373
3,4,0,0.0601661
4,4,0,0.0305408
5,4,0,0.0442258
6,4,0,0.0376664
7,4,0,0.0450107
8,4,0,0.0546436
9,4,0,0.0694614
10,4,0,0.0646957
1,5,0,0.0770128
2,5,0,0.0474384
3,5,0,0.0418307
4,5,0,0.0545771
5,5,0,0.0630192
6,5,0,0.0496888
7,5,0,0.062319
8,5,0,0.0346063
9,5,0,0.0324534
10,5,0,0.0548693
1,6,0,-0.0187196
2,6,0,-0.0321267
3,6,0,-0.0305518
4,6,0,-0.035038
5,6,0,-0.0421022
6,6,0,-0.0306904
7,6,0,-0.0251575
8,6,0,-0.0452291
9,6,0,-0.0133228
10,6,0,-0.0336685
1,7,0,0.155786
2,7,0,0.176764
3,7,0,0.157468
4,7,0,0.179338
5,7,0,0.146251
6,7,0,0.153873
7,7,0,0.159666
8,7,0,0.160258
9,7,0,0.157085
10,7,0,0.16012
1,8,0,-0.0649247
2,8,0,-0.0588456
3,8,0,-0.0366556
4,8,0,-0.0642226
5,8,0,-0.0766268
6,8,0,-0.0659526
7,8,0,-0.0690001
8,8,0,-0.0420395
9,8,0,-0.0392397
10,8,0,-0.0598727
1,9,0,-0.0645298
2,9,0,-0.0571785
3,9,0,-0.0894492
4,9,0,-0.0810025
5,9,0,-0.0505102
6,9,0,-0.0670367
7,9,0,-0.0515273
8,9,0,-0.0658581
9,9,0,-0.0393457
10,9,0,-0.0669367
1,10,0,-0.10035
2,10,0,-0.110381
3,10,0,-0.0880782
4,10,0,-0.0927978
5,10,0,-0.0864612
6,10,0,-0.100888
7,10,0,-0.0766501
8,10,0,-0.101559
9,10,0,-0.0868233
10,10,0,-0.0933143
1,11,0,-0.0279272
2,11,0,0.0122219
3,11,0,-0.0120008
4,11,0,0.00199889
5,11,0,-0.017777
6,11,0,-0.00292865
7,11,0,0.00707556
8,11,0,-0.00962629
9,11,0,-0.00373961
10,11,0,-0.0155892
1,12,0,-0.053685
2,12,0,-0.0760398
3,12,0,-0.0841212
4,12,0,-0.0520217
5,12,0,-0.0867306
6,12,0,-0.0345518
7,12,0,-0.0779164
8,12,0,-0.0715447
9,12,0,-0.0562037
10,12,0,-0.0631572
1,13,0,0.0456625
2,13,0,0.0312314
3,13,0,0.037356
4,13,0,0.0225757
5,13,0,0.0413675
6,13,0,0.0653841
7,13,0,0.0155284
8,13,0,0.049094
9,13,0,0.0367533
10,13,0,0.0245856
1,14,0,-0.111542
2,14,0,-0.111744
3,14,0,-0.0940282
4,14,0,-0.12019
5,14,0,-0.128843
6,14,0,-0.0944693
7,14,0,-0.115887
8,14,0,-0.100942
9,14,0,-0.107719
10,14,0,-0.0959183
1,15,0,-0.045647
2,15,0,-0.0534129
3,15,0,-0.0476991
4,15,0,-0.066392
5,15,0,-0.0597215
6,15,0,-0.0751786
7,15,0,-0.0422391
8,15,0,-0.0323346
9,15,0,-0.0290125
10,15,0,-0.0489396
1,16,0,0.100143
2,16,0,0.130097
3,16,0,0.110018
4,16,0,0.110057
5,16,0,0.134241
6,16,0,0.104219
7,16,0,0.121395
8,16,0,0.103834
9,16,0,0.114854
10,16,0,0.08449
1,17,0,0.134594
2,17,0,0.159072
3,17,0,0.164144
4,17,0,0.164152
5,17,0,0.132664
6,17,0,0.129778
7,17,0,0.151602
8,17,0,0.155411
9,17,0,0.149742
10,17,0,0.144105
1,18,0,0.0598323
2,18,0,0.0289702
3,18,0,0.0161374
4,18,0,0.0533601
5,18,0,0.0186232
6,18,0,0.0379281
7,18,0,0.0548702
8,18,0,0.0286547
9,18,0,0.0322558
10,18,0,0.0207778
1,19,0,0.0489403
2,19,0,0.0696019
3,19,0,0.0718799
4,19,0,0.0595341
5,19,0,0.0810455
6,19,0,0.0679503
7,19,0,0.0563164
8,19,0,0.0590645
9,19,0,0.0461589
10,19,0,0.0577126
1,20,0,-0.0389916
2,20,0,-0.0339703
3,20,0,-0.0267402
4,20,0,-0.0455247
5,20,0,-0.0368825
6,20,0,-0.000417331
7,20,0,-0.0533471
8,20,0,-0.0306974
9,20,0,-0.0355489
10,20,0,-0.0646034
1,21,0,0.169998
2,21,0,0.167039
3,21,0,0.131874
4,21,0,0.169264
5,21,0,0.124682
6,21,0,0.164854
7,21,0,0.179811
8,21,0,0.158298
9,21,0,0.164122
10,21,0,0.149599
1,22,0,-0.0751508
2,22,0,-0.0424291
3,22,0,-0.0539304
4,22,0,-0.0686964
5,22,0,-0.0693569
6,22,0,-0.0741394
7,22,0,-0.0591137
8,22,0,-0.0970702
9,22,0,-0.0938518
10,22,0,-0.0559544
1,23,0,-0.0952685
2,23,0,-0.0670283
3,23,0,-0.0565922
4,23,0,-0.058847
5,23,0,-0.056797
6,23,0,-0.0703962
7,23,0,-0.0877338
8,23,0,-0.0539385
9,23,0,-0.0750496
10,23,0,-0.0835844
1,24,0,-0.111962
2,24,0,-0.0924246
3,24,0,-0.125838
4,24,0,-0.125366
5,24,0,-0.0901365
6,24,0,-0.107705
7,24,0,-0.0880441
8,24,0,-0.119829
9,24,0,-0.12271
10,24,0,-0.112568
1,25,0,0.00710293
2,25,0,0.0235019
3,25,0,0.0174677
4,25,0,0.00702618
5,25,0,0.00368767
6,25,0,0.0206126
7,25,0,-0.00610679
8,25,0,-0.0072587
9,25,0,0.012455
10,25,0,0.00826602
1,26,0,-0.083631
2,26,0,-0.0527677
3,26,0,-0.0545131
4,26,0,-0.0943592
5,26,0,-0.0556716
6,26,0,-0.0863906
7,26,0,-0.0542166
8,26,0,-0.0643854
9,26,0,-0.0726596
10,26,0,-0.0695872
1,27,0,-0.0057916
2,27,0,0.0130788
3,27,0,0.0331042
4,27,0,0.0122699
5,27,0,0.00167792
6,27,0,1.52018e-05
7,27,0,-0.00329556
8,27,0,-0.00197739
9,27,0,0.00561568
10,27,0,0.0134557
1,28,0,-0.11885
2,28,0,-0.134248
3,28,0,-0.129345
4,28,0,-0.108054
5,28,0,-0.125843
6,28,0,-0.137839
7,28,0,-0.121788
8,28,0,-0.0943596
9,28,0,-0.142924
10,28,0,-0.145896
1,29,0,-0.0178862
2,29,0,-0.0595648
3,29,0,-0.0301659
4,29,0,-0.023106
5,29,0,-0.0511271
6,29,0,-0.0506673
7,29,0,-0.0559663
8,29,0,-0.0276471
9,29,0,-0.044328
10,29,0,-0.0441276
1,30,0,-0.106307
2,30,0,-0.114877
3,30,0,-0.0772871
4,30,0,-0.078311
5,30,0,-0.101348
6,30,0,-0.0825114
7,30,0,-0.0773915
8,30,0,-0.090184
9,30,0,-0.0872568
10,30,0,-0.0933651
1,31,0,0.162495
2,31,0,0.160954
3,31,0,0.167867
4,31,0,0.153089
5,31,0,0.180522
6,31,0,0.16723
7,31,0,0.158351
8,31,0,0.153303
9,31,0,0.162827
10,31,0,0.163471
1,32,0,0.0717365
2,32,0,0.037306
3,32,0,0.0506592
4,32,0,0.0617217
5,32,0,0.042981
6,32,0,0.0391431
7,32,0,0.0495827
8,32,0,0.0248724
9,32,0,0.0684693
10,32,0,0.0575303
1,33,0,0.0450188
2,33,0,0.0482154
3,33,0,0.0509447
4,33,0,0.033449
5,33,0,0.0641864
6,33,0,0.052747
7,33,0,0.056892
8,33,0,0.0428287
9,33,0,0.0395084
10,33,0,0.0342996
1,34,0,-0.021767
2,34,0,-0.0353919
3,34,0,-0.00280041
4,34,0,-0.0582028
5,34,0,-0.0409928
6,34,0,-0.0322516
7,34,0,-0.0414077
8,34,0,-0.0412823
9,34,0,-0.0285999
10,34,0,-0.0310473
1,35,0,0.164317
2,35,0,0.126552
3,35,0,0.15573
4,35,0,0.132087
5,35,0,0.128459
6,35,0,0.153825
7,35,0,0.165418
8,35,0,0.171595
9,35,0,0.124486
10,35,0,0.130889
1,36,0,-0.14861
2,36,0,-0.0812247
3,36,0,-0.0908064
4,36,0,-0.0988493
5,36,0,-0.0660482
6,36,0,-0.0702671
7,36,0,-0.0879947
8,36,0,-0.0661027
9,36,0,-0.0827796
10,36,0,-0.0953957
1,37,0,-0.0538945
2,37,0,-0.0569356
3,37,0,-0.0463866
4,37,0,-0.0767429
5,37,0,-0.0300463
6,37,0,-0.0274631
7,37,0,-0.0576587
8,37,0,-0.0347591
9,37,0,-0.0378891
10,37,0,-0.0212233
1,38,0,-0.116756
2,38,0,-0.122086
3,38,0,-0.099363
4,38,0,-0.12252
5,38,0,-0.117634
6,38,0,-0.117281
7,38,0,-0.116568
8,38,0,-0.123604
9,38,0,-0.114859
10,38,0,-0.107659
1,39,0,-0.00343108
2,39,0,0.0017009
3,39,0,0.0240117
4,39,0,0.0134297
5,39,0,-0.0214892
6,39,0,0.0147978
7,39,0,0.0149886
8,39,0,-0.000157548
9,39,0,-0.00893052
10,39,0,0.0123918
1,40,0,-0.0206788
2,40,0,-0.0840806
3,40,0,-0.0668282
4,40,0,-0.0716427
5,40,0,-0.0562725
6,40,0,-0.0736357
7,40,0,-0.0759701
8,40,0,-0.0943596
9,40,0,-0.0563904
10,40,0,-0.0710679
1,41,0,0.0291557
2,41,0,0.0178533
3,41,0,0.0424078
4,41,0,0.0413575
5,41,0,0.0340407
6,41,0,0.0283619
7,41,0,0.0214568
8,41,0,0.0112797
9,41,0,0.0278887
10,41,0,0.046356
1,42,0,-0.0979144
2,42,0,-0.0817412
3,42,0,-0.0847571
4,42,0,-0.0472176
5,42,0,-0.0958259
6,42,0,-0.050384
7,42,0,-0.0984048
8,42,0,-0.0770656
9,42,0,-0.0845877
10,42,0,-0.0908355
1,43,0,-0.0589916
2,43,0,-0.0706292
3,43,0,-0.0381399
4,43,0,-0.0599537
5,43,0,-0.0605317
6,43,0,-0.0814152
7,43,0,-0.0909495
8,43,0,-0.0691273
9,43,0,-0.0651482
10,43,0,-0.0778273
1,44,0,-0.116944
2,44,0,-0.0924455
3,44,0,-0.130278
4,44,0,-0.122831
5,44,0,-0.116297
6,44,0,-0.130281
7,44,0,-0.105498
8,44,0,-0.0910632
9,44,0,-0.101832
10,44,0,-0.0783075
1,45,0,0.119479
2,45,0,0.0735623
3,45,0,0.097166
4,45,0,0.105927
5,45,0,0.100521
6,45,0,0.0989071
7,45,0,0.120764
8,45,0,0.109221
9,45,0,0.121715
10,45,0,0.105752
