id,importanceSampling
1,-365.426229
2,-324.334327
3,-321.082183
4,-374.563379
5,-363.460793
6,-370.849971
7,-300.603872
8,-346.730713
9,-345.689123
10,-250.391840
11,-363.514348
12,-354.159659
13,-374.126298
14,-306.522325
15,-355.658351
16,-248.420609
17,-252.282922
18,-301.054717
19,-305.056893
20,-296.137094
21,-238.148060
22,-271.281709
23,-277.825950
24,-153.690379
25,-301.975087
26,-279.592080
27,-297.885698
28,-230.628989
29,-280.048505
30,-256.392736
31,-217.179069
32,-256.848570
33,-240.350190
34,-250.264627
35,-204.283578
36,-241.488361
37,-250.680953
38,-120.996285
39,-263.006048
40,-236.187777
41,-257.264685
42,-202.786968
43,-238.858694
44,-216.258457
45,-220.318789
