id,importanceSampling
1,-342.504226
2,-418.591730
3,-370.784323
4,-383.965392
5,-402.292339
6,-403.579064
7,-383.143798
8,-346.784277
9,-398.403514
10,-359.021949
11,-377.922610
12,-464.038023
13,-358.733561
14,-346.411699
15,-410.370289
16,-327.521211
17,-301.095267
18,-331.670152
19,-340.329423
20,-353.208029
21,-315.301595
22,-304.045545
23,-311.894904
24,-324.626119
25,-306.757810
26,-398.282268
27,-304.117165
28,-270.553383
29,-301.527160
30,-366.636083
31,-249.018031
32,-289.160538
33,-316.069681
34,-288.777343
35,-277.171132
36,-254.677659
37,-279.839327
38,-263.778806
39,-247.049428
40,-384.177361
41,-262.639296
42,-244.434341
43,-285.476721
44,-328.990669
45,-245.524569
