rep,id,eta_V,eta_Cl
1,1,0.240183,0.17459
2,1,0.250177,0.168962
3,1,0.235219,0.151919
4,1,0.24917,0.184105
5,1,0.190652,0.153129
6,1,0.237202,0.152583
7,1,0.258841,0.1682
8,1,0.213884,0.154612
9,1,0.24085,0.149488
10,1,0.243032,0.158989
1,2,0.242233,0.431589
2,2,0.225258,0.404033
3,2,0.235305,0.423012
4,2,0.246063,0.427811
5,2,0.244405,0.430822
6,2,0.243249,0.43283
7,2,0.206003,0.416517
8,2,0.252548,0.423821
9,2,0.275422,0.439621
10,2,0.237913,0.426509
1,3,0.10807,-0.625909
2,3,0.193972,-0.66729
3,3,0.175205,-0.67243
4,3,0.18487,-0.699769
5,3,0.128168,-0.649818
6,3,0.186963,-0.653525
7,3,0.198814,-0.682463
8,3,0.195359,-0.674008
9,3,0.201462,-0.657993
10,3,0.254793,-0.721731
1,4,0.65306,-0.225787
2,4,0.687368,-0.255685
3,4,0.647199,-0.247922
4,4,0.66251,-0.255167
5,4,0.720054,-0.217874
6,4,0.674676,-0.247128
7,4,0.705913,-0.247666
8,4,0.705038,-0.261343
9,4,0.662882,-0.220636
10,4,0.669818,-0.245021
1,5,-0.204989,0.469135
2,5,-0.209884,0.454861
3,5,-0.190177,0.485027
4,5,-0.191671,0.462731
5,5,-0.221361,0.443399
6,5,-0.182519,0.468265
7,5,-0.239838,0.435636
8,5,-0.216307,0.454285
9,5,-0.251057,0.429757
10,5,-0.171389,0.481293
1,6,0.20188,-0.267708
2,6,0.207151,-0.300268
3,6,0.201225,-0.287649
4,6,0.220985,-0.303253
5,6,0.171137,-0.294889
6,6,0.146779,-0.30051
7,6,0.22539,-0.300387
8,6,0.143303,-0.306571
9,6,0.196814,-0.306163
10,6,0.208294,-0.308275
1,7,0.278859,0.00248324
2,7,0.274935,0.0203569
3,7,0.304257,0.0323101
4,7,0.273676,0.0219575
5,7,0.236601,-0.00182801
6,7,0.271903,0.013712
7,7,0.27674,0.0117879
8,7,0.303842,0.0251773
9,7,0.317848,0.0108007
10,7,0.249211,-0.000152643
1,8,0.334299,0.0745201
2,8,0.350439,0.0824754
3,8,0.387818,0.0834802
4,8,0.342914,0.0741903
5,8,0.375355,0.0734163
6,8,0.334631,0.0713781
7,8,0.337709,0.0875543
8,8,0.359031,0.0903035
9,8,0.342044,0.0807078
10,8,0.346146,0.0673952
1,9,-0.708883,0.27427
2,9,-0.788909,0.207391
3,9,-0.771335,0.224598
4,9,-0.785788,0.20523
5,9,-0.749928,0.239059
6,9,-0.797461,0.202764
7,9,-0.774227,0.220132
8,9,-0.782194,0.21759
9,9,-0.748448,0.24416
10,9,-0.77205,0.216737
1,10,-0.116355,0.18874
2,10,-0.12492,0.193072
3,10,-0.163113,0.162831
4,10,-0.0783296,0.206848
5,10,-0.096826,0.215755
6,10,-0.076987,0.207349
7,10,-0.145278,0.177901
8,10,-0.124298,0.193453
9,10,-0.139465,0.179525
10,10,-0.148419,0.182029
1,11,-0.479629,0.0551758
2,11,-0.471169,0.0622255
3,11,-0.496161,0.043078
4,11,-0.510809,0.0340817
5,11,-0.485404,0.0552398
6,11,-0.478614,0.0500504
7,11,-0.476779,0.0510761
8,11,-0.525295,0.0301875
9,11,-0.511675,0.0265646
10,11,-0.494811,0.0462161
1,12,-0.0620725,0.0159467
2,12,-0.031844,0.0206334
3,12,-0.122704,-0.0291151
4,12,-0.0991212,-0.00493525
5,12,-0.0837138,0.00530724
6,12,-0.0977533,-0.015087
7,12,-0.136197,-0.0302354
8,12,-0.104987,-0.00297253
9,12,-0.0785,-0.00814353
10,12,-0.080912,0.0053301
1,13,-0.046416,-0.12862
2,13,-0.0392392,-0.136381
3,13,-0.0196105,-0.1419
4,13,0.00390631,-0.134373
5,13,0.0453119,-0.0887487
6,13,-0.0329223,-0.115305
7,13,-0.0313113,-0.128412
8,13,-0.0690967,-0.137771
9,13,-0.00673967,-0.101193
10,13,-0.0261147,-0.137708
1,14,-0.174215,-0.536035
2,14,-0.165492,-0.528528
3,14,-0.1225,-0.52433
4,14,-0.182594,-0.533672
5,14,-0.129724,-0.52117
6,14,-0.193957,-0.518506
7,14,-0.109846,-0.496921
8,14,-0.163118,-0.509277
9,14,-0.157535,-0.508005
10,14,-0.162187,-0.518044
1,15,-0.188055,0.463254
2,15,-0.215236,0.445516
3,15,-0.209783,0.445444
4,15,-0.253718,0.418833
5,15,-0.185499,0.461229
6,15,-0.200704,0.456983
7,15,-0.180208,0.46901
8,15,-0.209304,0.448628
9,15,-0.180402,0.459455
10,15,-0.223106,0.429112
1,16,0.201246,0.396387
2,16,0.220453,0.42036
3,16,0.254326,0.439433
4,16,0.212865,0.404181
5,16,0.257038,0.442771
6,16,0.192501,0.407778
7,16,0.2404,0.420845
8,16,0.244432,0.434363
9,16,0.204976,0.410118
10,16,0.212097,0.406026
1,17,0.211391,-0.72819
2,17,0.177841,-0.709412
3,17,0.208938,-0.708911
4,17,0.203447,-0.720683
5,17,0.201511,-0.736993
6,17,0.180731,-0.72648
7,17,0.203869,-0.726483
8,17,0.160728,-0.744816
9,17,0.199907,-0.726684
10,17,0.20577,-0.724798
1,18,0.651465,-0.262669
2,18,0.636463,-0.263075
3,18,0.689074,-0.295612
4,18,0.685749,-0.34938
5,18,0.600693,-0.25229
6,18,0.606426,-0.290298
7,18,0.618127,-0.274843
8,18,0.689589,-0.270667
9,18,0.618727,-0.22738
10,18,0.640422,-0.256518
1,19,-0.123891,0.518997
2,19,-0.142147,0.507869
3,19,-0.114442,0.523315
4,19,-0.179929,0.483971
5,19,-0.172913,0.490867
6,19,-0.141866,0.511548
7,19,-0.179401,0.479225
8,19,-0.170549,0.495854
9,19,-0.148904,0.504385
10,19,-0.160154,0.490188
1,20,0.196537,-0.312068
2,20,0.169134,-0.300396
3,20,0.170208,-0.285372
4,20,0.167135,-0.284967
5,20,0.155388,-0.272117
6,20,0.158369,-0.300707
7,20,0.139494,-0.280636
8,20,0.179806,-0.29973
9,20,0.189219,-0.272614
10,20,0.181932,-0.268167
1,21,0.278301,0.0159956
2,21,0.262583,0.00733653
3,21,0.243847,0.013079
4,21,0.255761,-0.00615063
5,21,0.251638,0.00571076
6,21,0.228724,-0.00334811
7,21,0.226494,-0.00646213
8,21,0.259084,0.01286
9,21,0.295811,0.0258605
10,21,0.27402,0.0188225
1,22,0.316444,0.0558082
2,22,0.304155,0.0469757
3,22,0.394298,0.0702076
4,22,0.360413,0.0432416
5,22,0.378791,0.0478347
6,22,0.37689,0.0567961
7,22,0.340319,0.0466277
8,22,0.348678,0.0646472
9,22,0.339521,0.0557138
10,22,0.342537,0.0405681
1,23,-0.751797,0.239151
2,23,-0.78522,0.217427
3,23,-0.741872,0.247491
4,23,-0.772063,0.224885
5,23,-0.739066,0.249252
6,23,-0.785798,0.213266
7,23,-0.757408,0.238909
8,23,-0.789173,0.213266
9,23,-0.794239,0.208226
10,23,-0.722874,0.265549
1,24,-0.145804,0.169662
2,24,-0.146013,0.166036
3,24,-0.14686,0.176658
4,24,-0.146422,0.169289
5,24,-0.108124,0.183632
6,24,-0.133259,0.190066
7,24,-0.117044,0.188606
8,24,-0.161433,0.172594
9,24,-0.136932,0.179853
10,24,-0.139781,0.17676
1,25,-0.447227,0.0685148
2,25,-0.472738,0.0526464
3,25,-0.423232,0.0925067
4,25,-0.46052,0.0691524
5,25,-0.431518,0.0832039
6,25,-0.468841,0.0605733
7,25,-0.421415,0.0704178
8,25,-0.41273,0.0861381
9,25,-0.445107,0.0731773
10,25,-0.42787,0.074876
1,26,-0.163576,-0.046384
2,26,-0.106177,-0.013931
3,26,-0.117487,-0.0366973
4,26,-0.159753,-0.0275231
5,26,-0.138308,-0.0315171
6,26,-0.124785,-0.0250672
7,26,-0.107125,-0.0296565
8,26,-0.142271,-0.0276434
9,26,-0.160916,-0.0577809
10,26,-0.121205,-0.0339746
1,27,0.0309503,-0.108598
2,27,-0.0295022,-0.125821
3,27,-0.034416,-0.121257
4,27,0.00382691,-0.117548
5,27,0.0248945,-0.115024
6,27,-0.00267958,-0.127513
7,27,-0.00354932,-0.136475
8,27,-0.0153289,-0.137776
9,27,-0.0602023,-0.143188
10,27,-0.0371026,-0.116269
1,28,-0.111266,-0.500184
2,28,-0.158142,-0.493283
3,28,-0.111982,-0.485895
4,28,-0.0933372,-0.506037
5,28,-0.122591,-0.494994
6,28,-0.0826806,-0.483503
7,28,-0.104002,-0.484272
8,28,-0.103425,-0.500303
9,28,-0.110152,-0.506606
10,28,-0.0967452,-0.507954
1,29,-0.232608,0.428188
2,29,-0.274062,0.401172
3,29,-0.235477,0.429129
4,29,-0.243961,0.410587
5,29,-0.258334,0.412745
6,29,-0.244789,0.415349
7,29,-0.24088,0.418935
8,29,-0.247083,0.414201
9,29,-0.224615,0.430081
10,29,-0.239113,0.421899
1,30,-0.0369587,0.166344
2,30,0.0337328,0.206783
3,30,-0.0147217,0.169092
4,30,-0.0357429,0.159947
5,30,-0.0189402,0.17538
6,30,0.0245816,0.199889
7,30,0.0228203,0.2114
8,30,-0.0178169,0.174915
9,30,-0.0190194,0.182087
10,30,0.0321323,0.204052
1,31,0.158532,-0.659001
2,31,0.23224,-0.699725
3,31,0.216739,-0.698243
4,31,0.20231,-0.641976
5,31,0.215779,-0.667153
6,31,0.199742,-0.674099
7,31,0.20326,-0.673304
8,31,0.173028,-0.656142
9,31,0.190108,-0.628061
10,31,0.178891,-0.683829
1,32,0.612117,-0.250404
2,32,0.610775,-0.278324
3,32,0.607018,-0.264349
4,32,0.608597,-0.257176
5,32,0.622856,-0.247329
6,32,0.605729,-0.280842
7,32,0.611253,-0.276042
8,32,0.609073,-0.237471
9,32,0.613897,-0.250807
10,32,0.603387,-0.272125
1,33,-0.166616,0.484238
2,33,-0.125402,0.528652
3,33,-0.162331,0.501825
4,33,-0.160556,0.511134
5,33,-0.0989626,0.545204
6,33,-0.118611,0.534857
7,33,-0.134794,0.524079
8,33,-0.160423,0.502647
9,33,-0.132839,0.525604
10,33,-0.111995,0.524577
1,34,0.251899,-0.277391
2,34,0.168151,-0.304384
3,34,0.213736,-0.291193
4,34,0.219645,-0.308635
5,34,0.188928,-0.307631
6,34,0.205305,-0.29438
7,34,0.22527,-0.260651
8,34,0.237683,-0.309089
9,34,0.153032,-0.302813
10,34,0.202602,-0.314053
1,35,0.280953,0.00453917
2,35,0.265583,-0.00249744
3,35,0.19966,0.0176147
4,35,0.250686,0.0183331
5,35,0.244164,0.00212168
6,35,0.220499,-0.0117256
7,35,0.264858,0.0063673
8,35,0.242529,0.00566232
9,35,0.263055,0.0274041
10,35,0.185176,-0.00346136
1,36,0.285839,0.0268606
2,36,0.328849,0.0445494
3,36,0.34138,0.0431081
4,36,0.311985,0.0345349
5,36,0.374519,0.0618009
6,36,0.356787,0.0391917
7,36,0.343562,0.055143
8,36,0.312444,0.0328284
9,36,0.301418,0.0626391
10,36,0.324317,0.0412369
1,37,-0.847451,0.1672
2,37,-0.806918,0.208857
3,37,-0.841659,0.171535
4,37,-0.868036,0.15169
5,37,-0.846632,0.165292
6,37,-0.833781,0.176571
7,37,-0.846632,0.167638
8,37,-0.854339,0.161355
9,37,-0.849905,0.168819
10,37,-0.885161,0.139
1,38,-0.167436,0.145074
2,38,-0.175564,0.150513
3,38,-0.185143,0.137086
4,38,-0.171339,0.157587
5,38,-0.185958,0.126011
6,38,-0.18138,0.134158
7,38,-0.166704,0.155805
8,38,-0.179673,0.147128
9,38,-0.15995,0.158667
10,38,-0.161398,0.136399
1,39,-0.47019,0.0570136
2,39,-0.484657,0.0489329
3,39,-0.468723,0.0619402
4,39,-0.469368,0.0518263
5,39,-0.43536,0.0743254
6,39,-0.485046,0.0458127
7,39,-0.433703,0.0815189
8,39,-0.429849,0.0711971
9,39,-0.446668,0.0621128
10,39,-0.434235,0.069268
1,40,-0.0577755,0.0112552
2,40,-0.10156,-0.0217989
3,40,-0.079906,-0.00223423
4,40,-0.053186,0.00523206
5,40,-0.116729,-0.0138145
6,40,-0.0700339,-0.0049318
7,40,-0.0316272,0.0145977
8,40,-0.0566328,0.00279843
9,40,-0.0411375,0.0288478
10,40,-0.0860719,-0.0104514
1,41,-0.0727426,-0.149336
2,41,-0.0891362,-0.147445
3,41,-0.0457211,-0.11506
4,41,-0.0471385,-0.127163
5,41,-0.0580323,-0.116982
6,41,-0.0605755,-0.140415
7,41,-0.0429349,-0.114358
8,41,-0.0793311,-0.132125
9,41,-0.0421099,-0.126861
10,41,-0.0428175,-0.119889
1,42,-0.127783,-0.529724
2,42,-0.238566,-0.527254
3,42,-0.164725,-0.518508
4,42,-0.141408,-0.500306
5,42,-0.132055,-0.521898
6,42,-0.131504,-0.512791
7,42,-0.182519,-0.516084
