id,importanceSampling
1,-289.394580
2,-283.321538
3,-79.274718
4,-312.021196
5,-345.286161
6,-283.721299
7,-304.684490
8,-298.218020
9,-427.937826
10,-320.193885
11,-350.561143
12,-315.475135
13,-310.129495
14,-151.450806
15,-347.379978
16,-213.537356
17,23.571200
18,-239.451267
19,-271.653630
20,-214.258230
21,-235.969246
22,-231.454319
23,-361.506083
24,-254.438562
25,-278.093685
26,-247.373643
27,-239.672823
28,-92.631977
29,-280.012134
30,-241.427075
31,28.186887
32,-199.057302
33,-231.340049
34,-171.664598
35,-196.536430
36,-192.141351
37,-325.249350
38,-212.016571
39,-238.876476
40,-203.851820
41,-200.030648
42,-39.455676
43,-233.440070
44,-202.055800
45,-204.653250
