id,importanceSampling
1,-326.415408
2,-82.582718
3,-337.301340
4,-326.166921
5,-350.703048
6,-74.073106
7,-324.092045
8,-333.379988
9,-296.820792
10,-338.946985
11,-360.203460
12,-325.170627
13,-341.956112
14,-338.115848
15,-337.607584
16,-36.479258
17,-266.425931
18,-252.610042
19,-274.788786
20,-20.363747
21,-254.712035
22,-263.659615
23,-224.301741
24,-266.724115
25,-290.423319
26,-249.792834
27,-269.468583
28,-270.504709
29,-271.990625
30,-262.988925
31,-226.948189
32,-209.840337
33,-244.047946
34,0.108562
35,-217.674879
36,-220.564259
37,-192.461153
38,-221.484212
39,-253.433400
40,-212.671725
41,-228.353352
42,-230.025247
43,-231.585827
44,-224.006952
45,-197.684016
