id,importanceSampling
1,-265.863640
2,-240.440400
3,-120.843693
4,-251.539846
5,-197.607156
6,-243.604048
7,-271.525653
8,-271.148829
9,-139.985888
10,-241.476858
11,-209.896885
12,-260.866088
13,-263.556370
14,-175.388359
15,-197.262592
16,-170.309931
17,-26.632248
18,-178.047378
19,-127.839671
20,-175.136733
21,-202.096772
22,-201.804053
23,-79.205742
24,-172.009867
25,-151.042227
26,-189.541197
27,-194.872677
28,-110.533786
29,-129.556128
30,-183.593289
31,-9.420339
32,-139.248012
33,-86.569417
34,-131.935493
35,-161.895951
36,-161.788261
37,-26.142819
38,-131.058694
39,-101.194710
40,-151.000303
41,-152.595345
42,-64.582164
43,-90.193742
44,-142.171420
45,-158.468854
