id,importanceSampling
1,-336.931756
2,-285.107138
3,-255.289376
4,-180.908347
5,-326.999142
6,-338.500622
7,-340.277375
8,-299.852993
9,-337.107499
10,-284.691641
11,-294.033367
12,-282.076900
13,-337.951964
14,-227.434046
15,-340.887145
16,-216.702579
17,-198.934554
18,-106.498916
19,-257.007438
20,-268.946189
21,-270.154417
22,-235.938897
23,-267.962608
24,-224.814471
25,-222.402000
26,-203.161975
27,-270.077125
28,-154.694617
29,-273.048834
30,-259.697883
31,-163.837810
32,-75.572356
33,-217.067067
34,-231.040114
35,-230.772473
36,-185.141839
37,-218.885419
38,-181.033019
39,-186.038890
40,-155.370183
41,-228.178375
42,-120.671651
43,-226.807960
44,-217.221491
45,-183.366846
