id,importanceSampling
1,-290.085508
2,-59.619166
3,-306.896739
4,-305.729914
5,-261.147138
6,-115.513128
7,-275.236777
8,-299.988751
9,-272.876029
10,-271.432400
11,-232.035282
12,-276.629236
13,-296.309402
14,-302.706709
15,-294.396257
16,-16.912515
17,-236.072749
18,-236.607207
19,-194.522942
20,-55.567645
21,-204.602942
22,-228.743313
23,-200.269520
24,-205.714990
25,-164.533027
26,-208.598574
27,-222.586459
28,-230.738304
29,-224.178233
30,-169.335615
31,-197.156079
32,-194.457987
33,-146.593872
34,-28.516662
35,-164.877264
36,-188.692489
37,-161.813369
38,-163.592932
39,-128.003395
40,-167.491339
41,-183.601055
42,-192.658885
43,-186.758805
44,-133.018097
45,-164.808333
