TIME,OBS
0.083,1.3691191166256673
0.13266666666666665,1.1135834761372039
0.18233333333333335,0.9206892786258947
0.23199999999999998,0.7741246056162735
0.2816666666666667,0.6618717399981882
0.3313333333333333,0.575074564105878
0.381,0.5072047942530606
0.4306666666666667,0.4534481484156014
0.48033333333333333,0.41025248611032317
0.5299999999999999,0.37499516327421983
0.5796666666666667,0.34573810042934267
0.6293333333333333,0.32104752244887
0.6789999999999999,0.2998612070230043
0.7286666666666666,0.2813907486966983
0.7783333333333333,0.2650496037140846
0.828,0.250400107788241
0.8776666666666666,0.2371144588118801
0.9273333333333332,0.22494598375846886
0.9769999999999999,0.2137079741098641
1.0266666666666666,0.20325809641735115
1.0763333333333334,0.1934869024086555
1.126,0.18430936913332285
1.1756666666666666,0.17565864936263803
1.2253333333333332,0.16748147192839638
1.275,0.159734741260772
1.3246666666666667,0.15238303106132817
1.3743333333333332,0.14539672487525163
1.424,0.1387506457417683
1.4736666666666667,0.13242303581058437
1.5233333333333332,0.12639480102472925
1.573,0.12064894759406594
1.6226666666666665,0.11517016114916327
1.6723333333333332,0.10994448702807898
1.722,0.1049590973350219
1.7716666666666665,0.10020210795645232
1.8213333333333332,0.09566243896024895
1.8709999999999998,0.09132970825377207
1.9206666666666665,0.0871941481715626
1.9703333333333333,0.08324654053022004
2.02,0.07947816210434182
2.0696666666666665,0.07588074176800402
2.1193333333333335,0.07244642572701787
2.169,0.06916774657587785
2.2186666666666666,0.06603759733675553
2.2683333333333335,0.06304920907847959
2.318,0.060196135197387125
2.3676666666666666,0.05747222729706588
2.4173333333333336,0.05487162097602286
2.467,0.05238872312487062
2.5166666666666666,0.05001819835288985
2.5663333333333336,0.04775495431735953
2.616,0.04559413087584731
2.6656666666666666,0.04353109040680425
2.7153333333333336,0.041561405338627296
2.765,0.03968084925493595
2.8146666666666667,0.037885387039537324
2.8643333333333336,0.036171168246313286
2.914,0.034534513847405954
2.9636666666666667,0.0329719173871255
3.013333333333333,0.0314800301915445
3.063,0.03005564817343259
3.1126666666666667,0.02869571159447181
3.162333333333333,0.027397309185335027
3.212,0.02615765559692652
3.2616666666666667,0.02497409364935877
3.3113333333333332,0.023844085077291723
3.361,0.022765206852788406
3.4106666666666667,0.021735145074973296
3.4603333333333333,0.020751690115514223
3.5100000000000002,0.019812733825452542
3.5596666666666668,0.018916262442345864
3.6093333333333333,0.018060354684383904
3.659,0.017243174985967617
3.708666666666667,0.016462969981265896
3.7583333333333333,0.01571806795159795
3.808,0.015006870929994573
3.857666666666667,0.01432785244705551
3.9073333333333333,0.013679557755742961
3.957,0.013060596084788345
4.006666666666667,0.012469639284036977
4.056333333333333,0.011905421878155504
4.106,0.01136673430721979
4.155666666666667,0.010852421484383134
4.205333333333333,0.010361381195993993
4.255,0.009892559676887878
4.304666666666667,0.009444950602539347
4.354333333333333,0.009017594550356715
4.404,0.008609573744910299
4.453666666666667,0.008220012685036802
4.503333333333333,0.007848077876229816
4.553,0.0074929720523715234
4.602666666666667,0.007153933845962265
4.652333333333333,0.006830237711984266
4.702,0.006521190228097891
4.751666666666667,0.006226128529834391
4.801333333333333,0.005944419540409432
4.851,0.005675457905274221
4.900666666666667,0.005418663797556346
4.950333333333333,0.005173483982748088
5.0,0.004939394837532763
