id,importanceSampling
1,-329.452502
2,-366.147991
3,-267.711367
4,-216.876122
5,-449.965809
6,-297.451509
7,-312.133084
8,-301.253143
9,-263.119909
10,-389.078406
11,-330.493663
12,-357.636769
13,-339.052469
14,-298.115656
15,-444.963869
16,-302.365283
17,-197.457792
18,-144.584646
19,-387.645442
20,-233.212630
21,-245.536891
22,-230.379899
23,-199.791274
24,-321.451970
25,-280.863721
26,-286.663598
27,-266.462759
28,-233.415426
29,-376.366917
30,-308.374100
31,-163.182637
32,-115.930171
33,-346.881502
34,-189.151380
35,-210.456977
36,-196.597910
37,-108.933649
38,-274.706761
39,-223.553689
40,-245.378600
41,-229.300235
42,-186.174464
43,-337.210831
44,-267.407829
45,-148.441516
