id,importanceSampling
1,-363.442137
2,-366.690379
3,-413.664347
4,-405.694095
5,-298.732345
6,-473.803357
7,-515.499107
8,-471.141205
9,-386.674900
10,-350.621682
11,-321.974298
12,-467.689390
13,-337.409512
14,-349.819002
15,-401.845663
16,-323.655983
17,-358.122717
18,-348.293328
19,-274.298414
20,-388.131911
21,-454.592659
22,-400.020926
23,-318.548685
24,-312.894945
25,-265.514332
26,-396.177794
27,-259.077920
28,-283.457460
29,-340.412725
30,-377.986078
31,-326.450676
32,-301.216249
33,-227.366501
34,-349.590071
35,-414.964119
36,-367.381883
37,-283.471055
38,-269.916844
39,-243.492278
40,-362.970308
41,-210.919146
42,-255.705044
43,-280.021818
44,-334.349175
45,-317.331296
