id,importanceSampling
1,-342.478596
2,-418.554829
3,-370.812320
4,-383.969147
5,-402.283742
6,-403.553516
7,-383.147288
8,-346.767218
9,-398.445980
10,-359.007168
11,-377.949161
12,-464.016808
13,-358.729474
14,-346.390463
15,-410.374443
16,-327.493414
17,-301.106049
18,-331.695609
19,-340.339579
20,-353.197884
21,-315.320490
22,-304.076725
23,-311.895384
24,-324.675129
25,-306.777958
26,-398.268955
27,-304.147451
28,-270.531863
29,-301.463258
30,-366.665938
31,-249.020690
32,-289.182704
33,-316.118332
34,-288.711490
35,-277.180692
36,-254.698207
37,-279.866491
38,-263.793295
39,-247.042700
40,-384.142998
41,-262.666573
42,-244.440902
43,-285.448196
44,-329.006455
45,-245.497841
