rep,id,eta_V,eta_Cl
1,1,0.10845,-0.128228
2,1,0.0570659,-0.157773
3,1,0.0762818,-0.146127
4,1,0.134977,-0.134092
5,1,0.0820175,-0.149731
6,1,0.0936699,-0.126433
7,1,0.0730185,-0.139287
8,1,0.110284,-0.151363
9,1,0.116616,-0.135949
10,1,0.0891331,-0.140703
1,2,0.0627062,-0.506325
2,2,0.0929022,-0.4912
3,2,0.0487373,-0.493631
4,2,0.0449787,-0.518191
5,2,0.0484486,-0.492175
6,2,0.0767179,-0.487936
7,2,0.0724866,-0.487714
8,2,0.0788922,-0.520336
9,2,0.0184201,-0.493161
10,2,0.00966758,-0.508839
1,3,0.0245899,-0.0305678
2,3,0.0409636,-0.0222669
3,3,0.0250856,-0.0220842
4,3,0.0529196,-0.0192208
5,3,0.00821013,-0.032182
6,3,0.024459,-0.0272714
7,3,-0.0263569,-0.0390017
8,3,0.0089846,-0.0365713
9,3,0.0218952,-0.0298927
10,3,0.025636,-0.0261831
1,4,0.268607,0.0325062
2,4,0.222049,0.022993
3,4,0.307588,0.0621656
4,4,0.277278,0.043254
5,4,0.276032,0.0275301
6,4,0.290632,0.0364052
7,4,0.271244,0.0365829
8,4,0.283295,0.0522207
9,4,0.324332,0.0647786
10,4,0.287103,0.0241833
1,5,-0.228501,0.0969988
2,5,-0.198615,0.11363
3,5,-0.229188,0.104543
4,5,-0.180178,0.125032
5,5,-0.237435,0.108061
6,5,-0.178281,0.120727
7,5,-0.264491,0.0787823
8,5,-0.228719,0.0906394
9,5,-0.208127,0.106274
10,5,-0.222877,0.105338
1,6,-0.228687,-0.479426
2,6,-0.218829,-0.478692
3,6,-0.241766,-0.498292
4,6,-0.213831,-0.502225
5,6,-0.23624,-0.479557
6,6,-0.222723,-0.493425
7,6,-0.25518,-0.491786
8,6,-0.28107,-0.495356
9,6,-0.2608,-0.50326
10,6,-0.295743,-0.514268
1,7,0.0321669,0.205351
2,7,0.0415396,0.220017
3,7,0.0445219,0.209665
4,7,0.0462052,0.22322
5,7,0.0260935,0.215016
6,7,-0.00571835,0.199204
7,7,0.0547968,0.228789
8,7,0.00519956,0.211004
9,7,0.00368256,0.197963
10,7,0.0652249,0.233686
1,8,-0.0175844,-0.117606
2,8,0.0259962,-0.105274
3,8,-0.00129335,-0.10178
4,8,0.0359961,-0.102817
5,8,0.0190338,-0.0954793
6,8,-0.0103556,-0.111134
7,8,0.0299562,-0.106782
8,8,-0.0072523,-0.1123
9,8,0.00901974,-0.0908681
10,8,-0.00419254,-0.10078
1,9,0.236687,0.336862
2,9,0.236498,0.332925
3,9,0.221965,0.314801
4,9,0.212603,0.314753
5,9,0.203843,0.296263
6,9,0.182849,0.298324
7,9,0.200421,0.308446
8,9,0.223127,0.307031
9,9,0.194051,0.303637
10,9,0.262574,0.338948
1,10,-0.113845,0.145615
2,10,-0.146699,0.120947
3,10,-0.0404921,0.179252
4,10,-0.120265,0.136014
5,10,-0.144805,0.119556
6,10,-0.077043,0.16359
7,10,-0.0684713,0.172897
8,10,-0.0709339,0.1608
9,10,-0.102215,0.144067
10,10,-0.0841806,0.162848
1,11,-0.331406,0.107548
2,11,-0.294522,0.122671
3,11,-0.273214,0.143007
4,11,-0.271519,0.149922
5,11,-0.310594,0.117631
6,11,-0.324925,0.111057
7,11,-0.305208,0.134206
8,11,-0.282586,0.136749
9,11,-0.300507,0.124732
10,11,-0.329912,0.117447
1,12,0.0428239,0.225178
2,12,0.0490798,0.2091
3,12,0.0832419,0.242843
4,12,0.0972894,0.240305
5,12,0.0277649,0.203249
6,12,0.0316706,0.216332
7,12,0.0515075,0.22621
8,12,0.0515623,0.220191
9,12,0.020185,0.202516
10,12,0.0200528,0.2037
1,13,-0.188999,-0.0921817
2,13,-0.156152,-0.102094
3,13,-0.232456,-0.109653
4,13,-0.19622,-0.114378
5,13,-0.185149,-0.118414
6,13,-0.154679,-0.104051
7,13,-0.0998326,-0.059017
8,13,-0.17985,-0.085976
9,13,-0.181686,-0.0879147
10,13,-0.182973,-0.0981707
1,14,0.0329533,0.0695405
2,14,0.0189434,0.0304103
3,14,-0.0355284,0.0187886
4,14,-0.0128192,0.0328509
5,14,-0.0220207,0.0362775
6,14,-0.00546155,0.0381273
7,14,0.0060448,0.0488069
8,14,-0.0412627,0.0356376
9,14,0.0424482,0.0674399
10,14,0.0312332,0.0599182
1,15,-0.214011,-0.114586
2,15,-0.217094,-0.114895
3,15,-0.155727,-0.0876439
4,15,-0.171384,-0.0944096
5,15,-0.16235,-0.0952237
6,15,-0.197778,-0.10387
7,15,-0.169481,-0.0877369
8,15,-0.132897,-0.0813055
9,15,-0.181766,-0.0930109
10,15,-0.17492,-0.0946755
1,16,0.0784739,-0.494679
2,16,0.0218041,-0.473608
3,16,0.00696776,-0.49215
4,16,0.0425929,-0.487671
5,16,0.0440261,-0.459478
6,16,0.0401333,-0.491845
7,16,0.029999,-0.483336
8,16,0.0109957,-0.451819
9,16,-0.00502173,-0.509545
10,16,0.0615936,-0.453012
1,17,0.0417048,-0.0119138
2,17,-0.00053211,-0.0434232
3,17,0.0610963,-0.0280041
4,17,0.0110797,-0.0563555
5,17,0.0277792,-0.0309789
6,17,0.028361,-0.0464673
7,17,-0.00853501,-0.0482847
8,17,-0.00132675,-0.0448638
9,17,0.00759937,-0.0330778
10,17,-0.0415946,-0.0770446
1,18,0.312113,0.0647941
2,18,0.282523,0.0479218
3,18,0.282437,0.0592232
4,18,0.293687,0.0633101
5,18,0.311422,0.0668414
6,18,0.285518,0.0476949
7,18,0.274197,0.0804485
8,18,0.266452,0.038583
9,18,0.269515,0.0561259
10,18,0.35445,0.107173
1,19,-0.187762,0.112008
2,19,-0.147449,0.140008
3,19,-0.153192,0.134521
4,19,-0.188337,0.122008
5,19,-0.144449,0.143972
6,19,-0.182511,0.122288
7,19,-0.206013,0.106985
8,19,-0.148702,0.143628
9,19,-0.155732,0.13396
10,19,-0.186317,0.122107
1,20,-0.245389,-0.482865
2,20,-0.235715,-0.488087
3,20,-0.188694,-0.478138
4,20,-0.229172,-0.478394
5,20,-0.200366,-0.477348
6,20,-0.213218,-0.478863
7,20,-0.199096,-0.476784
8,20,-0.231757,-0.486444
9,20,-0.251114,-0.480604
10,20,-0.218863,-0.489435
1,21,0.0797923,0.242275
2,21,0.0579537,0.227001
3,21,0.0962155,0.265076
4,21,0.0470013,0.240084
5,21,0.00740694,0.217896
6,21,0.0558521,0.230234
7,21,0.0349738,0.22715
8,21,0.0901363,0.257845
9,21,-0.0101559,0.186385
10,21,0.0344021,0.221452
1,22,0.0638835,-0.113121
2,22,0.0405619,-0.113178
3,22,-0.0133453,-0.147812
4,22,-0.018609,-0.143103
5,22,0.015835,-0.11427
6,22,0.0114244,-0.137969
7,22,0.0354198,-0.140182
8,22,0.0494638,-0.124865
9,22,0.00556459,-0.134626
10,22,0.0128927,-0.112565
1,23,0.214285,0.327409
2,23,0.207641,0.311338
3,23,0.225943,0.331076
4,23,0.227798,0.321062
5,23,0.208609,0.317938
6,23,0.18965,0.31803
7,23,0.223534,0.320802
8,23,0.192325,0.31474
9,23,0.244811,0.323246
10,23,0.191439,0.301742
1,24,-0.0203077,0.181072
2,24,-0.0749662,0.15906
3,24,-0.0259179,0.186775
4,24,-0.0729781,0.138997
5,24,-0.0923188,0.141716
6,24,-0.0597828,0.149976
7,24,-0.066484,0.138551
8,24,-0.0184876,0.180248
9,24,-0.039292,0.162644
10,24,-0.0709463,0.144593
1,25,-0.29809,0.131419
2,25,-0.271502,0.137237
3,25,-0.322332,0.107838
4,25,-0.339799,0.0984516
5,25,-0.301663,0.130702
6,25,-0.307787,0.128047
7,25,-0.306416,0.123517
8,25,-0.372596,0.0791253
9,25,-0.298508,0.118006
10,25,-0.314278,0.127804
1,26,0.0684968,0.234329
2,26,0.0721518,0.231274
3,26,0.0426366,0.209828
4,26,0.0848536,0.236312
5,26,0.0858487,0.219932
6,26,0.0680058,0.239401
7,26,0.0495844,0.217664
8,26,0.0747733,0.229953
9,26,0.0889605,0.228117
10,26,0.056763,0.216121
1,27,-0.201734,-0.106937
2,27,-0.23461,-0.139037
3,27,-0.16641,-0.0937298
4,27,-0.252201,-0.138344
5,27,-0.183413,-0.110172
6,27,-0.24154,-0.127148
7,27,-0.221204,-0.119781
8,27,-0.213098,-0.119745
9,27,-0.244275,-0.132049
10,27,-0.205344,-0.113355
1,28,-0.102289,0.00608175
2,28,-0.0331598,0.0341332
3,28,-0.0449445,0.0316832
4,28,-0.061589,0.0210602
5,28,-0.0577497,0.0360229
6,28,-0.0528848,0.0171762
7,28,-0.0413781,0.0358154
8,28,-0.0310095,0.0330247
9,28,-0.0412438,0.0348891
10,28,-0.0806896,0.0118161
1,29,-0.265232,-0.144581
2,29,-0.200721,-0.104997
3,29,-0.185616,-0.102708
4,29,-0.233838,-0.126691
5,29,-0.179955,-0.102704
6,29,-0.235538,-0.127323
7,29,-0.218805,-0.112281
8,29,-0.214511,-0.120917
9,29,-0.207906,-0.105341
10,29,-0.139254,-0.0879209
1,30,0.730454,-0.178891
2,30,0.724609,-0.16926
3,30,0.680426,-0.174273
4,30,0.703756,-0.184673
5,30,0.733324,-0.148984
6,30,0.708245,-0.194293
7,30,0.718378,-0.176542
8,30,0.732901,-0.197901
9,30,0.721852,-0.165589
10,30,0.737625,-0.16852
1,31,0.0512004,-0.0289688
2,31,0.0200496,-0.0475696
3,31,-0.00589335,-0.0390419
4,31,0.108369,-0.00402173
5,31,0.0523817,-0.0273532
6,31,0.0270689,-0.0429728
7,31,0.0712774,-0.0164403
8,31,0.100174,-0.00250916
9,31,0.121621,-0.0102315
10,31,0.020142,-0.0547551
1,32,0.245465,0.0452748
2,32,0.283553,0.0598383
3,32,0.296477,0.0621229
4,32,0.297365,0.0479568
5,32,0.32253,0.0646023
6,32,0.311787,0.0621723
7,32,0.328497,0.082665
8,32,0.260659,0.0426803
9,32,0.336231,0.0776202
10,32,0.314433,0.0495566
1,33,-0.211479,0.114088
2,33,-0.2708,0.0869791
3,33,-0.218134,0.0980115
4,33,-0.178486,0.143629
5,33,-0.261188,0.0865643
6,33,-0.242399,0.10267
7,33,-0.210136,0.114399
8,33,-0.207605,0.120133
9,33,-0.244384,0.0873303
10,33,-0.198692,0.127093
1,34,-0.255337,-0.471392
2,34,-0.208815,-0.459543
3,34,-0.212198,-0.457447
