id,importanceSampling
1,-269.404956
2,-238.714171
3,-273.932774
4,-281.957301
5,-276.554842
6,-250.018302
7,-296.869591
8,-244.240677
9,-301.509390
10,-271.665743
11,-288.917639
12,-99.085837
13,-285.691857
14,-159.287289
15,-288.972046
16,-166.277255
17,-206.352671
18,-215.799940
19,-207.167447
20,-177.767698
21,-227.393544
22,-164.451017
23,-231.151611
24,-201.564291
25,-218.893471
26,-38.985911
27,-212.705792
28,-70.742945
29,-220.016430
30,-159.390532
31,-167.850793
32,-175.508152
33,-170.286399
34,-137.061316
35,-187.718805
36,-139.066218
37,-191.033301
38,-156.101388
39,-171.631512
40,12.159204
41,-172.639135
42,-48.214846
43,-175.790507
44,-118.773600
45,-185.608869
