id,importanceSampling
1,-397.236560
2,-386.576268
3,-375.279949
4,-438.579173
5,-385.363418
6,-387.590508
7,-384.118866
8,-377.975989
9,-392.464171
10,-384.300078
11,-396.205119
12,-401.966543
13,-387.805104
14,-422.738955
15,-388.606920
16,-319.507108
17,-316.163170
18,-349.688340
19,-334.881753
20,-313.574212
21,-321.069054
22,-315.856063
23,-328.871204
24,-322.656276
25,-330.458624
26,-341.092748
27,-318.915050
28,-334.404084
29,-335.568713
30,-312.215699
31,-290.086857
32,-301.162384
33,-278.724476
34,-281.971491
35,-294.637613
36,-271.088715
37,-280.249918
38,-277.914006
39,-274.526219
40,-306.388619
41,-285.490451
42,-280.830267
43,-268.755501
44,-278.700382
45,-280.977448
