id,importanceSampling
1,-347.120626
2,-347.063151
3,-300.791315
4,-333.213034
5,-255.190946
6,-349.927102
7,-339.952810
8,-283.656179
9,-176.044669
10,-347.024401
11,-296.302217
12,-288.177813
13,-313.680575
14,-347.018858
15,-327.970302
16,-277.757063
17,-220.972077
18,-259.420311
19,-171.870858
20,-277.953506
21,-266.689393
22,-220.178393
23,-124.467828
24,-276.563787
25,-211.888708
26,-232.580589
27,-252.974884
28,-273.646035
29,-262.264578
30,-261.066410
31,-199.391226
32,-210.554172
33,-132.550976
34,-235.321124
35,-231.531616
36,-164.092053
37,-67.192700
38,-236.747725
39,-171.269802
40,-184.932750
41,-221.164143
42,-234.837206
43,-220.066721
44,-221.247481
45,-213.962335
