id,importanceSampling
1,-370.427015
2,-401.905633
3,-414.892463
4,-401.663853
5,-394.362036
6,-407.286439
7,-371.142701
8,-365.514957
9,-389.040703
10,-392.343862
11,-370.922233
12,-402.664059
13,-406.785271
14,-381.426026
15,-395.075490
16,-321.028143
17,-324.373951
18,-333.354689
19,-327.187528
20,-330.656182
21,-325.710318
22,-305.397333
23,-324.749763
24,-318.701343
25,-325.857310
26,-319.305045
27,-321.791011
28,-309.330714
29,-323.981944
30,-343.188915
31,-295.470001
32,-273.510369
33,-266.827279
34,-277.566946
35,-303.929128
36,-275.898924
37,-285.153120
38,-295.756428
39,-288.273828
40,-266.723992
41,-272.442334
42,-282.317484
43,-278.107935
44,-278.261984
45,-250.019084
