id,importanceSampling
1,-269.383441
2,-238.736853
3,-273.915469
4,-281.966139
5,-276.578803
6,-250.046437
7,-296.877668
8,-244.208635
9,-301.516082
10,-271.663452
11,-288.907047
12,-99.106879
13,-285.679383
14,-159.229429
15,-288.990010
16,-166.299865
17,-206.337771
18,-215.810830
19,-207.190942
20,-177.796593
21,-227.401140
22,-164.414264
23,-231.158611
24,-201.560313
25,-218.883027
26,-39.006926
27,-212.690186
28,-70.677664
29,-220.033498
30,-159.419210
31,-167.837126
32,-175.517888
33,-170.309342
34,-137.090245
35,-187.726739
36,-139.036130
37,-191.038248
38,-156.095980
39,-171.616594
40,12.139507
41,-172.623576
42,-48.154359
43,-175.808790
44,-118.801783
45,-185.607175
