id,importanceSampling
1,-362.892015
2,-342.147402
3,-392.404599
4,-389.581380
5,-432.372969
6,-329.488895
7,-432.811920
8,-381.000046
9,-419.786790
10,-421.055616
11,-427.077507
12,-430.027656
13,-392.613846
14,-411.224501
15,-369.121556
16,-257.697047
17,-307.836304
18,-321.002458
19,-341.309154
20,-227.584039
21,-362.788779
22,-320.258354
23,-343.992280
24,-358.312109
25,-348.264188
26,-345.290807
27,-311.641230
28,-332.504777
29,-323.886544
30,-306.153867
31,-281.631512
32,-259.826011
33,-321.123826
34,-237.354943
35,-331.118525
36,-251.274409
37,-312.560531
38,-285.996317
39,-341.287175
40,-305.681525
41,-263.377995
42,-297.720490
43,-282.950430
44,-270.558704
45,-332.391824
