id,importanceSampling
1,-127.558394
2,-206.093826
3,-303.979673
4,-354.955043
5,-292.896319
6,-433.477028
7,-451.455184
8,-410.335657
9,-359.599887
10,-325.026957
11,-269.332907
12,-447.665935
13,-314.551993
14,-319.802498
15,-356.585099
16,-177.653983
17,-209.704674
18,-295.203258
19,-229.517585
20,-361.266546
21,-380.621613
22,-343.433610
23,-287.900483
24,-259.223072
25,-206.131573
26,-380.759890
27,-241.978839
28,-248.624171
29,-295.831017
30,-350.071978
31,-220.468989
32,-239.937923
33,-186.825461
34,-314.823181
35,-357.089727
36,-288.104333
37,-250.357041
38,-213.908195
39,-178.274946
40,-338.504917
41,-200.525375
42,-221.638587
43,-239.867297
44,-305.971943
45,-259.013613
