id,importanceSampling
1,-340.084170
2,-285.419151
3,-314.498363
4,-325.089287
5,-311.290526
6,-293.217094
7,-311.804829
8,-347.915872
9,-276.292210
10,-339.710086
11,-345.506419
12,-335.368418
13,-295.934782
14,-313.038860
15,-330.970921
16,-202.060192
17,-237.286980
18,-260.174609
19,-235.199851
20,-230.143901
21,-250.777879
22,-283.019081
23,-194.122358
24,-268.392478
25,-268.106693
26,-263.327820
27,-221.584051
28,-231.030373
29,-271.606082
30,-133.796232
31,-212.217940
32,-227.937466
33,-202.704397
34,-181.611656
35,-202.578531
36,-242.841479
37,-169.509832
38,-229.796469
39,-228.220511
40,-227.757906
41,-185.271212
42,-193.071410
43,-230.970977
44,-70.415003
45,-233.362410
