id,importanceSampling
1,-365.418174
2,-324.364781
3,-321.114414
4,-374.560650
5,-363.466511
6,-370.836155
7,-300.642918
8,-346.718494
9,-345.673978
10,-250.390485
11,-363.510917
12,-354.143660
13,-374.124165
14,-306.510179
15,-355.643425
16,-248.453037
17,-252.312462
18,-301.055144
19,-305.054233
20,-296.123100
21,-238.185317
22,-271.267761
23,-277.810549
24,-153.694543
25,-301.969854
26,-279.578023
27,-297.885834
28,-230.617996
29,-280.033341
30,-256.377531
31,-217.206822
32,-256.848367
33,-240.362044
34,-250.251263
35,-204.317765
36,-241.473003
37,-250.666714
38,-120.998287
39,-263.000242
40,-236.174306
41,-257.263317
42,-202.774935
43,-238.843845
44,-216.242863
45,-220.341696
