id,importanceSampling
1,-353.634396
2,-269.659269
3,-248.862856
4,-348.194040
5,-335.934103
6,-360.638034
7,-238.911964
8,-344.800521
9,-340.885624
10,-270.856783
11,-351.244505
12,-346.580577
13,-351.181290
14,-301.057616
15,-349.328959
16,-207.035989
17,-190.004187
18,-277.884090
19,-275.265659
20,-288.520709
21,-180.921748
22,-264.957318
23,-272.674052
24,-181.106111
25,-286.721494
26,-273.157665
27,-280.567771
28,-225.881945
29,-280.646925
30,-254.328615
31,-144.829208
32,-235.078243
33,-215.316895
34,-244.496346
35,-144.652106
36,-228.320185
37,-244.416926
38,-140.506769
39,-246.833066
40,-230.406532
41,-237.896864
42,-207.312286
43,-234.839971
44,-199.838643
45,-185.666758
