rep,id,eta_V,eta_Cl
1,1,0.985719,0
2,1,0.969016,0
3,1,0.936273,0
4,1,0.917111,0
5,1,0.962095,0
6,1,0.920178,0
7,1,0.913219,0
8,1,0.982571,0
9,1,0.944983,0
10,1,0.894288,0
1,2,1.01421,0
2,2,0.869039,0
3,2,0.9392,0
4,2,1.0711,0
5,2,1.07766,0
6,2,0.971726,0
7,2,0.992699,0
8,2,0.889381,0
9,2,1.12826,0
10,2,1.01034,0
1,3,-0.452062,0
2,3,-0.468003,0
3,3,-0.441731,0
4,3,-0.443103,0
5,3,-0.447344,0
6,3,-0.474333,0
7,3,-0.452074,0
8,3,-0.466468,0
9,3,-0.46638,0
10,3,-0.463756,0
1,4,-0.00401431,0
2,4,-0.109504,0
3,4,-0.0582582,0
4,4,-0.108248,0
5,4,-0.0401478,0
6,4,-0.0736638,0
7,4,-0.015721,0
8,4,-0.044815,0
9,4,-0.0457582,0
10,4,-0.0902942,0
1,5,0.580197,0
2,5,0.63679,0
3,5,0.643158,0
4,5,0.600153,0
5,5,0.587289,0
6,5,0.559379,0
7,5,0.583284,0
8,5,0.543077,0
9,5,0.603952,0
10,5,0.601187,0
1,6,-0.542787,0
2,6,-0.557299,0
3,6,-0.556271,0
4,6,-0.529757,0
5,6,-0.563401,0
6,6,-0.533239,0
7,6,-0.542621,0
8,6,-0.546693,0
9,6,-0.550805,0
10,6,-0.545561,0
1,7,-0.848714,0
2,7,-0.850432,0
3,7,-0.880305,0
4,7,-0.852098,0
5,7,-0.850931,0
6,7,-0.865249,0
7,7,-0.857676,0
8,7,-0.842534,0
9,7,-0.839876,0
10,7,-0.851719,0
1,8,-0.506374,0
2,8,-0.53889,0
3,8,-0.5078,0
4,8,-0.4914,0
5,8,-0.51949,0
6,8,-0.4914,0
7,8,-0.498577,0
8,8,-0.520212,0
9,8,-0.544659,0
10,8,-0.511849,0
1,9,0.0793836,0
2,9,0.0546514,0
3,9,0.122234,0
4,9,0.0583986,0
5,9,0.0700302,0
6,9,0.0986007,0
7,9,0.174525,0
8,9,0.119191,0
9,9,0.0834979,0
10,9,0.136955,0
1,10,0.399889,0
2,10,0.456731,0
3,10,0.522369,0
4,10,0.457916,0
5,10,0.496105,0
6,10,0.461768,0
7,10,0.363809,0
8,10,0.413368,0
9,10,0.506185,0
10,10,0.533027,0
1,11,0.266512,0
2,11,0.318245,0
3,11,0.324342,0
4,11,0.323043,0
5,11,0.309145,0
6,11,0.309812,0
7,11,0.286505,0
8,11,0.278175,0
9,11,0.335519,0
10,11,0.305649,0
1,12,-0.588812,0
2,12,-0.568482,0
3,12,-0.584164,0
4,12,-0.564555,0
5,12,-0.6155,0
6,12,-0.56827,0
7,12,-0.598542,0
8,12,-0.594041,0
9,12,-0.587509,0
10,12,-0.600218,0
1,13,0.492854,0
2,13,0.475795,0
3,13,0.52658,0
4,13,0.492836,0
5,13,0.50834,0
6,13,0.55395,0
7,13,0.553773,0
8,13,0.514895,0
9,13,0.486999,0
10,13,0.547112,0
1,14,0.485069,0
2,14,0.48535,0
3,14,0.514712,0
4,14,0.549616,0
5,14,0.515542,0
6,14,0.601771,0
7,14,0.57797,0
8,14,0.500257,0
9,14,0.489252,0
10,14,0.460988,0
1,15,-0.064512,0
2,15,-0.0775384,0
3,15,-0.114945,0
4,15,-0.0701112,0
5,15,-0.114028,0
6,15,-0.0715483,0
7,15,-0.0934018,0
8,15,-0.143304,0
9,15,-0.120742,0
10,15,-0.136033,0
1,16,0.981881,0
2,16,0.715679,0
3,16,0.908244,0
4,16,0.699828,0
5,16,0.879545,0
6,16,0.956046,0
7,16,0.957661,0
8,16,0.762153,0
9,16,0.782947,0
10,16,0.918314,0
1,17,-0.470542,0
2,17,-0.478783,0
3,17,-0.48144,0
4,17,-0.469374,0
5,17,-0.453724,0
6,17,-0.431119,0
7,17,-0.483734,0
8,17,-0.48194,0
9,17,-0.468453,0
10,17,-0.449407,0
1,18,-0.0323254,0
2,18,-0.0761823,0
3,18,-0.0489565,0
4,18,-0.107013,0
5,18,-0.10241,0
6,18,-0.0746557,0
7,18,-0.127929,0
8,18,-0.0628794,0
9,18,-0.0696885,0
10,18,-0.0291143,0
1,19,0.623056,0
2,19,0.615288,0
3,19,0.701091,0
4,19,0.671976,0
5,19,0.569762,0
6,19,0.610263,0
7,19,0.590307,0
8,19,0.632071,0
9,19,0.604467,0
10,19,0.637312,0
1,20,-0.507916,0
2,20,-0.589425,0
3,20,-0.53564,0
4,20,-0.552245,0
5,20,-0.574057,0
6,20,-0.542531,0
7,20,-0.527008,0
8,20,-0.557636,0
9,20,-0.520403,0
10,20,-0.549688,0
1,21,-0.848322,0
2,21,-0.860352,0
3,21,-0.852353,0
4,21,-0.868225,0
5,21,-0.863239,0
6,21,-0.855921,0
7,21,-0.853349,0
8,21,-0.838114,0
9,21,-0.875121,0
10,21,-0.861246,0
1,22,-0.469732,0
2,22,-0.526052,0
3,22,-0.526881,0
4,22,-0.502665,0
5,22,-0.52472,0
6,22,-0.531437,0
7,22,-0.491919,0
8,22,-0.523309,0
9,22,-0.507996,0
10,22,-0.493828,0
1,23,0.178739,0
2,23,0.209211,0
3,23,0.14566,0
4,23,0.159667,0
5,23,0.210576,0
6,23,0.177486,0
7,23,0.157165,0
8,23,0.24377,0
9,23,0.382383,0
10,23,0.127298,0
1,24,0.256441,0
2,24,0.346109,0
3,24,0.598408,0
4,24,0.400085,0
5,24,0.423732,0
6,24,0.354184,0
7,24,0.491158,0
8,24,0.577563,0
9,24,0.552434,0
10,24,0.41636,0
1,25,0.28352,0
2,25,0.262613,0
3,25,0.237565,0
4,25,0.313814,0
5,25,0.286619,0
6,25,0.27835,0
7,25,0.306133,0
8,25,0.338168,0
9,25,0.284812,0
10,25,0.2616,0
1,26,-0.590379,0
2,26,-0.610977,0
3,26,-0.575554,0
4,26,-0.5966,0
5,26,-0.603544,0
6,26,-0.579532,0
7,26,-0.599832,0
8,26,-0.584316,0
9,26,-0.590408,0
10,26,-0.608492,0
1,27,0.550997,0
2,27,0.520755,0
3,27,0.516568,0
4,27,0.477237,0
5,27,0.480737,0
6,27,0.479149,0
7,27,0.509842,0
8,27,0.454125,0
9,27,0.462341,0
10,27,0.530605,0
1,28,0.611737,0
2,28,0.531902,0
3,28,0.484086,0
4,28,0.533547,0
5,28,0.527307,0
6,28,0.567282,0
7,28,0.440437,0
8,28,0.515079,0
9,28,0.566932,0
10,28,0.628501,0
1,29,-0.134487,0
2,29,-0.0972195,0
3,29,-0.109896,0
4,29,-0.11978,0
5,29,-0.177752,0
6,29,-0.132626,0
7,29,-0.147396,0
8,29,-0.074837,0
9,29,-0.161978,0
10,29,-0.190616,0
1,30,-0.435385,0
2,30,-0.428074,0
3,30,-0.440136,0
4,30,-0.449484,0
5,30,-0.428999,0
6,30,-0.47687,0
7,30,-0.429983,0
8,30,-0.398419,0
9,30,-0.453288,0
10,30,-0.461989,0
1,31,-0.449902,0
2,31,-0.409816,0
3,31,-0.431084,0
4,31,-0.405932,0
5,31,-0.479793,0
6,31,-0.436866,0
7,31,-0.465293,0
8,31,-0.472961,0
9,31,-0.472477,0
10,31,-0.462626,0
1,32,-0.0412432,0
2,32,-0.082468,0
3,32,-0.081362,0
4,32,-0.004433,0
5,32,-0.042432,0
6,32,-0.0809312,0
7,32,-0.028808,0
8,32,-0.0362832,0
9,32,0.033226,0
10,32,-0.045561,0
1,33,0.609087,0
2,33,0.632474,0
3,33,0.669139,0
4,33,0.621329,0
5,33,0.593149,0
6,33,0.624518,0
7,33,0.689576,0
8,33,0.633627,0
9,33,0.637485,0
10,33,0.683044,0
1,34,-0.577773,0
2,34,-0.570816,0
3,34,-0.559038,0
4,34,-0.530258,0
5,34,-0.57563,0
6,34,-0.552321,0
7,34,-0.520729,0
8,34,-0.535864,0
9,34,-0.529197,0
10,34,-0.530049,0
1,35,-0.875839,0
2,35,-0.862191,0
3,35,-0.841679,0
4,35,-0.862191,0
5,35,-0.867413,0
6,35,-0.848697,0
7,35,-0.862126,0
8,35,-0.863708,0
9,35,-0.854601,0
10,35,-0.852607,0
1,36,-0.505179,0
2,36,-0.507543,0
3,36,-0.523069,0
4,36,-0.471706,0
5,36,-0.520587,0
6,36,-0.504035,0
7,36,-0.506317,0
8,36,-0.50094,0
9,36,-0.510842,0
10,36,-0.530679,0
1,37,0.233809,0
2,37,0.0848161,0
3,37,0.140624,0
4,37,0.184242,0
5,37,0.0810029,0
6,37,0.149028,0
7,37,0.152549,0
8,37,0.110953,0
9,37,0.214361,0
10,37,0.14034,0
1,38,0.388307,0
2,38,0.422938,0
3,38,0.549671,0
4,38,0.41707,0
5,38,0.489837,0
6,38,0.574302,0
7,38,0.588868,0
8,38,0.57644,0
9,38,0.490977,0
10,38,0.400492,0
1,39,0.283633,0
2,39,0.329239,0
3,39,0.248731,0
4,39,0.298368,0
5,39,0.290171,0
6,39,0.261591,0
7,39,0.274161,0
8,39,0.277481,0
9,39,0.297355,0
10,39,0.289646,0
1,40,-0.590505,0
2,40,-0.583002,0
3,40,-0.620899,0
4,40,-0.563215,0
5,40,-0.588693,0
6,40,-0.609405,0
7,40,-0.607904,0
8,40,-0.593998,0
9,40,-0.606502,0
10,40,-0.592771,0
1,41,0.477032,0
2,41,0.506949,0
3,41,0.482242,0
4,41,0.438919,0
5,41,0.494475,0
6,41,0.503287,0
7,41,0.541243,0
8,41,0.550332,0
9,41,0.496593,0
10,41,0.489991,0
1,42,0.464269,0
2,42,0.554248,0
3,42,0.384874,0
4,42,0.602522,0
5,42,0.394164,0
6,42,0.430969,0
7,42,0.413973,0
8,42,0.40563,0
9,42,0.426786,0
10,42,0.568688,0
1,43,-0.0221697,0
2,43,-0.120292,0
3,43,-0.153966,0
4,43,-0.103845,0
5,43,-0.140831,0
6,43,-0.12568,0
7,43,-0.103503,0
8,43,-0.147978,0
9,43,-0.103084,0
10,43,-0.0789335,0
1,44,-0.443493,0
2,44,-0.426009,0
3,44,-0.478381,0
4,44,-0.425682,0
5,44,-0.471571,0
6,44,-0.462288,0
7,44,-0.440073,0
8,44,-0.427377,0
9,44,-0.473027,0
10,44,-0.424059,0
1,45,-0.411347,0
2,45,-0.403486,0
3,45,-0.44843,0
4,45,-0.404647,0
5,45,-0.386118,0
6,45,-0.44193,0
7,45,-0.448535,0
8,45,-0.414289,0
9,45,-0.441761,0
10,45,-0.442379,0
