id,importanceSampling
1,-397.217135
2,-386.561389
3,-375.236557
4,-438.590637
5,-385.324603
6,-387.567129
7,-384.178160
8,-377.960141
9,-392.483610
10,-384.303977
11,-396.221054
12,-402.003202
13,-387.787317
14,-422.759028
15,-388.666895
16,-319.504311
17,-316.139701
18,-349.701829
19,-334.842291
20,-313.567013
21,-321.053938
22,-315.871371
23,-328.889067
24,-322.630497
25,-330.443288
26,-341.091933
27,-318.964189
28,-334.407531
29,-335.613299
30,-312.220715
31,-290.113227
32,-301.203455
33,-278.682451
34,-282.018512
35,-294.625370
36,-271.102101
37,-280.208048
38,-277.870509
39,-274.580326
40,-306.415454
41,-285.434869
42,-280.820628
43,-268.748427
44,-278.719293
45,-280.926606
