id,importanceSampling
1,-363.417361
2,-366.633258
3,-413.585711
4,-405.703802
5,-298.671089
6,-473.811562
7,-515.469558
8,-471.182761
9,-386.658949
10,-350.586042
11,-321.948194
12,-467.666036
13,-337.424413
14,-349.821865
15,-401.836935
16,-323.669166
17,-358.071976
18,-348.321308
19,-274.315462
20,-388.136056
21,-454.687292
22,-400.047994
23,-318.570254
24,-312.915289
25,-265.510426
26,-396.167593
27,-259.069636
28,-283.455420
29,-340.414086
30,-377.982970
31,-326.484762
32,-301.232470
33,-227.377845
34,-349.590780
35,-414.956908
36,-367.397489
37,-283.503494
38,-269.938421
39,-243.514149
40,-362.928247
41,-210.895487
42,-255.739530
43,-279.986578
44,-334.346526
45,-317.308930
