rep,id,eta_V,eta_Cl
1,1,0.766953,-0.626197
2,1,0.756973,-0.643705
3,1,0.794319,-0.659793
4,1,0.800431,-0.698795
5,1,0.756556,-0.605217
6,1,0.760485,-0.624618
7,1,0.738135,-0.638196
8,1,0.784544,-0.655332
9,1,0.698048,-0.569209
10,1,0.764842,-0.657965
1,2,0.610012,-0.0700453
2,2,0.600426,-0.0619471
3,2,0.631105,-0.068919
4,2,0.649566,-0.0419939
5,2,0.601666,-0.0465061
6,2,0.605618,-0.0769573
7,2,0.616189,-0.0538693
8,2,0.624666,-0.0342908
9,2,0.622063,-0.0435299
10,2,0.616987,-0.0553964
1,3,-0.48208,0.00962231
2,3,-0.467246,0.0274374
3,3,-0.476603,0.0202944
4,3,-0.446355,0.0355704
5,3,-0.436822,0.0483756
6,3,-0.507394,0.00041773
7,3,-0.453232,0.0377671
8,3,-0.51682,-0.00116169
9,3,-0.48268,0.0162202
10,3,-0.496386,0.010029
1,4,0.211277,0.169853
2,4,0.186564,0.155261
3,4,0.193065,0.165643
4,4,0.141998,0.146875
5,4,0.229323,0.18095
6,4,0.13776,0.123901
7,4,0.229987,0.172161
8,4,0.222553,0.163947
9,4,0.193036,0.157915
10,4,0.191621,0.16714
1,5,0.0546404,-0.584276
2,5,0.0998905,-0.591867
3,5,0.068866,-0.575012
4,5,0.124128,-0.54587
5,5,0.0593877,-0.58233
6,5,0.103859,-0.573808
7,5,0.0401894,-0.568235
8,5,0.0719249,-0.565787
9,5,0.0617275,-0.557287
10,5,0.0706538,-0.577904
1,6,-0.164194,0.313572
2,6,-0.151035,0.326312
3,6,-0.145845,0.324508
4,6,-0.156369,0.330159
5,6,-0.180667,0.308216
6,6,-0.203243,0.292042
7,6,-0.151551,0.325695
8,6,-0.227139,0.281896
9,6,-0.185194,0.310657
10,6,-0.181169,0.30321
1,7,-0.35231,0.468408
2,7,-0.334733,0.481478
3,7,-0.387717,0.444409
4,7,-0.334217,0.482088
5,7,-0.373086,0.459396
6,7,-0.325275,0.488317
7,7,-0.356879,0.465626
8,7,-0.330416,0.482504
9,7,-0.36413,0.461472
10,7,-0.34918,0.473328
1,8,0.204899,0.554025
2,8,0.205274,0.559236
3,8,0.26208,0.585706
4,8,0.249407,0.58731
5,8,0.252114,0.586798
6,8,0.245709,0.588596
7,8,0.243372,0.590621
8,8,0.234235,0.574059
9,8,0.217629,0.573456
10,8,0.22594,0.565032
1,9,0.0231901,-0.0801112
2,9,0.0318922,-0.0729579
3,9,0.0650417,-0.0551298
4,9,0.014841,-0.0605305
5,9,0.0406257,-0.0698637
6,9,0.0379343,-0.0576053
7,9,0.00772118,-0.0691784
8,9,-0.0123746,-0.0900379
9,9,-0.00450103,-0.0720454
10,9,0.0391922,-0.0672418
1,10,0.157927,-0.153408
2,10,0.135049,-0.171433
3,10,0.134307,-0.178763
4,10,0.119618,-0.187683
5,10,0.126812,-0.192385
6,10,0.141734,-0.152128
7,10,0.109897,-0.182725
8,10,0.129396,-0.155287
9,10,0.140626,-0.16017
10,10,0.156295,-0.167006
1,11,-0.340249,-0.470606
2,11,-0.346953,-0.477022
3,11,-0.357706,-0.478254
4,11,-0.310857,-0.4574
5,11,-0.328108,-0.462898
6,11,-0.318317,-0.445938
7,11,-0.336733,-0.473035
8,11,-0.363436,-0.458841
9,11,-0.358471,-0.461289
10,11,-0.321727,-0.473859
1,12,-0.103519,0.406572
2,12,-0.115813,0.399213
3,12,-0.0972317,0.416756
4,12,-0.127684,0.392458
5,12,-0.0955873,0.422751
6,12,-0.0880098,0.411885
7,12,-0.103109,0.410412
8,12,-0.117415,0.401914
9,12,-0.093505,0.420644
10,12,-0.08837,0.420055
1,13,-0.0752332,-0.519021
2,13,-0.141338,-0.537611
3,13,-0.0797429,-0.50459
4,13,-0.0436463,-0.544227
5,13,-0.079989,-0.509015
6,13,-0.105773,-0.501258
7,13,-0.0996358,-0.525994
8,13,-0.0806208,-0.554109
9,13,-0.0464929,-0.518217
10,13,-0.0739025,-0.540877
1,14,0.122111,-0.314958
2,14,0.103108,-0.342343
3,14,0.119421,-0.31768
4,14,0.105052,-0.346886
5,14,0.074762,-0.338081
6,14,0.0985119,-0.338277
7,14,0.0892445,-0.332553
8,14,0.096594,-0.346941
9,14,0.128904,-0.328189
10,14,0.0378203,-0.332324
1,15,0.182584,0.177411
2,15,0.186179,0.172808
3,15,0.179764,0.16538
4,15,0.217589,0.200676
5,15,0.210257,0.184542
6,15,0.186645,0.1725
7,15,0.187252,0.165403
8,15,0.21587,0.194932
9,15,0.208444,0.185349
10,15,0.202107,0.175038
1,16,0.512336,-0.0638896
2,16,0.50833,-0.0899879
3,16,0.52412,-0.0890786
4,16,0.531858,-0.0733392
5,16,0.487741,-0.0848756
6,16,0.52805,-0.0980001
7,16,0.516222,-0.0570521
8,16,0.53143,-0.0933145
9,16,0.562828,-0.0863006
10,16,0.496624,-0.0514194
1,17,-0.51095,0.0036012
